,Unnamed: 0.1,Unnamed: 0,league_team1,season,window,team1,country_team1,dir,player_id,player_name,player_age,player_nation,player_pos,team2,country_team2,transfer_value,market_value,is_free,is_loan,is_loan_end,is_retired,transfer_id,league_team2
21,2801,2801,BUL,2010,s,CSKA Sofia,Bulgaria,left,56785,Elliot Grandin,22,France,midfielder,Blackpool FC,England,1500000.0,100000.0,False,False,False,False,465766,ENG1
22,2802,2802,ENG1,2010,s,Bolton Wanderers,England,left,52495,Chris Basham,21,England,defender,Blackpool FC,England,1400000.0,1000000.0,False,False,False,False,466879,ENG1
23,2803,2803,ENG2,2010,s,Manchester United Reserves,England,left,59606,Craig Cathcart,21,Northern Ireland,defender,Blackpool FC,England,625000.0,1000000.0,False,False,False,False,465745,ENG1
24,2804,2804,ENG2,2010,s,Wycombe Wanderers,England,left,77274,Matt Phillips,19,Scotland,striker,Blackpool FC,England,400000.0,200000.0,False,False,False,False,475784,ENG1
25,2806,2806,NET1,2010,s,Twente Enschede FC,Netherlands,left,10387,David Carney,26,Australia,midfielder,Blackpool FC,England,0.0,750000.0,True,False,False,False,475579,ENG1
26,2807,2807,ISR,2010,s,Maccabi Haifa,Israel,left,24476,Dekel Keinan,25,Israel,defender,Blackpool FC,England,0.0,900000.0,True,False,False,False,467959,ENG1
27,2808,2808,FRA1,2010,s,AS Monaco,France,left,40875,Malaury Martin,21,France,midfielder,Blackpool FC,England,0.0,350000.0,True,False,False,False,458539,ENG1
28,2809,2809,ENG2,2010,s,Derby County,England,left,14177,Luke Varney,27,England,striker,Blackpool FC,England,NF,1250000.0,False,True,False,False,473037,ENG1
29,2810,2810,CZE,2010,s,FK Mlada Boleslav,Czech Republic,left,43248,Ludovic Sylvestre,26,France,midfielder,Blackpool FC,England,NF,1200000.0,False,False,False,False,467188,ENG1
30,2811,2811,ENG1,2010,s,Wigan Athletic,England,left,7125,Richard Kingson,32,Ghana,goalkeeper,Blackpool FC,England,NF,500000.0,False,False,False,False,439886,ENG1
31,2812,2812,ENG2,2010,s,Rotherham United,England,left,37898,Danny Coid,29,England,defender,Blackpool FC,England,0.0,250000.0,False,True,True,False,501622,ENG1
32,2813,2813,ENG2,2010,s,Cheltenham Town,England,left,118265,Ashley Eastham,20,England,defender,Blackpool FC,England,0.0,NF,False,True,True,False,545063,ENG1
33,2814,2814,ENG2,2010,s,Norwich City,England,left,4068,Rob Edwards,28,Wales,defender,Blackpool FC,England,0.0,1500000.0,False,True,True,False,575483,ENG1
34,2815,2815,ENG2,2010,s,Barrow AFC,England,left,123336,Louis Almond,19,England,striker,Blackpool FC,England,0.0,NF,False,True,True,False,575484,ENG1
35,2816,2816,ENG2,2010,s,Barnsley FC,England,left,10011,Marlon Harewood,31,England,striker,Blackpool FC,England,0.0,2000000.0,False,True,True,False,575485,ENG1
36,2817,2817,ENG1,2010,s,Blackpool FC,England,left,28046,Ben Burgess,28,Ireland,striker,Notts County,England,700000.0,1250000.0,False,False,False,False,441488,ENG2
37,2818,2818,ENG1,2010,s,Blackpool FC,England,left,36791,Al Bangura,22,Sierra Leone,midfielder,Mersin Idmanyurdu,Turkey,0.0,500000.0,True,False,False,False,422975,TUR
38,2819,2819,ENG1,2010,s,Blackpool FC,England,left,3536,Daniel Nardiello,27,Wales,striker,Exeter City,England,0.0,750000.0,True,False,False,False,422982,ENG2
39,2820,2820,ENG1,2010,s,Blackpool FC,England,left,36793,Hameur Bouazza,25,Algeria,striker,Athlétic Club Arlésien,France,0.0,1500000.0,True,False,False,False,434468,FRA1
40,2821,2821,ENG1,2010,s,Blackpool FC,England,left,18240,Stephen McPhee,29,Scotland,striker,Retired,Retired,0.0,300000.0,False,False,False,True,421874,RET
41,2822,2822,ENG1,2010,s,Blackpool FC,England,left,61833,Joe Martin,21,England,defender,Without Club,Without Club,0.0,200000.0,False,False,False,False,422984,WIT
42,2823,2823,ENG1,2010,s,Blackpool FC,England,left,90154,Danny Mitchley,20,England,striker,Without Club,Without Club,0.0,500000.0,False,False,False,False,422978,WIT
43,2824,2824,ENG1,2010,s,Blackpool FC,England,left,14177,Luke Varney,28,England,striker,Derby County,England,0.0,NF,False,True,True,False,473038,ENG2
44,2825,2825,ENG1,2010,s,Blackpool FC,England,left,12693,Stephen Dobbie,27,Scotland,striker,Swansea City,England,0.0,750000.0,False,True,True,False,423584,ENG2
45,2826,2826,ENG1,2010,s,Blackpool FC,England,left,3112,James Beattie,33,England,striker,Rangers FC,Scotland,0.0,NF,False,True,True,False,534651,SCO
46,2827,2827,ENG1,2010,s,Blackpool FC,England,left,47995,Jason Puncheon,24,England,midfielder,Southampton FC,England,0.0,450000.0,False,True,True,False,535418,ENG2
47,2828,2828,NET1,2010,s,Twente Enschede FC,Netherlands,left,24877,Ronnie Stam,26,Netherlands,defender,Wigan Athletic,England,4000000.0,3500000.0,False,False,False,False,459078,ENG1
48,2829,2829,ARG,2010,s,Club Estudiantes de La Plata,Argentina,left,40822,Mauro Boselli,25,Argentina,striker,Wigan Athletic,England,3700000.0,7500000.0,False,False,False,False,438566,ENG1
49,2830,2830,ENG1,2010,s,Chelsea FC,England,left,59783,Franco Di Santo,21,Argentina,striker,Wigan Athletic,England,2400000.0,2500000.0,False,False,False,False,474674,ENG1
50,2831,2831,SCO,2010,s,Hamilton Academical FC,Scotland,left,41416,James McArthur,22,Scotland,midfielder,Wigan Athletic,England,600000.0,1750000.0,False,False,False,False,454494,ENG1
51,2832,2832,ENG2,2010,s,Burnley FC,England,left,3462,Steven Caldwell,29,Scotland,defender,Wigan Athletic,England,0.0,2500000.0,True,False,False,False,418055,ENG1
52,2833,2833,BEL,2010,s,Club Brugge KV,Belgium,left,14259,Antolín Alcaraz,27,Paraguay,defender,Wigan Athletic,England,0.0,3000000.0,True,False,False,False,418414,ENG1
53,2834,2834,ENG1,2010,s,Manchester United,England,left,73484,Tom Cleverley,21,England,midfielder,Wigan Athletic,England,0 €,750000.0,False,True,False,False,474601,ENG1
54,2835,2835,ENG1,2010,s,Bolton Wanderers,England,left,26633,Ali Al-Habsi,28,Oman,goalkeeper,Wigan Athletic,England,NF,NF,False,True,False,False,449850,ENG1
55,2836,2836,ENG2,2010,s,Wigan Athletic U23,England,left,61711,Callum McManaman,19,England,striker,Wigan Athletic,England,NF,NF,False,False,False,False,329780,ENG1
56,2837,2837,ENG2,2010,s,Wigan Athletic U18,England,left,126258,Lee Nicholls,17,England,goalkeeper,Wigan Athletic,England,0 €,NF,False,False,False,False,501029,ENG1
57,2838,2838,ENG2,2010,s,Wigan Athletic U23,England,left,61586,Daniel Redmond,19,England,midfielder,Wigan Athletic,England,0 €,NF,False,False,False,False,671481,ENG1
58,2839,2839,ENG2,2010,s,Sheffield Wednesday,England,left,126258,Lee Nicholls,18,England,goalkeeper,Wigan Athletic,England,0.0,-,False,True,True,False,575481,ENG1
59,2840,2840,ENG2,2010,s,Cardiff City,England,left,3661,Jason Koumas,31,Wales,midfielder,Wigan Athletic,England,0.0,2000000.0,False,True,True,False,462291,ENG1
60,2841,2841,ISR,2010,s,Hapoel Tel Aviv,Israel,left,15894,Daniël de Ridder,26,Netherlands,striker,Wigan Athletic,England,0.0,NF,False,True,True,False,438105,ENG1
61,2842,2842,SWE,2010,s,Helsingborgs IF,Sweden,left,21567,Rachid Bouaouzan,26,Netherlands,midfielder,Wigan Athletic,England,0.0,500000.0,False,True,True,False,414480,ENG1
62,2843,2843,FRA2,2010,s,US Boulogne,France,left,5438,Olivier Kapo,29,France,midfielder,Wigan Athletic,England,0.0,2900000.0,False,True,True,False,376869,ENG1
63,2844,2844,ENG1,2010,s,Wigan Athletic,England,left,12807,Jason Scotland,31,Trinidad and Tobago,striker,Ipswich Town,England,1200000.0,2000000.0,False,False,False,False,471358,ENG2
64,2845,2845,ENG1,2010,s,Wigan Athletic,England,left,3130,Titus Bramble,28,England,defender,Sunderland AFC,England,1200000.0,4000000.0,False,False,False,False,455552,ENG1
65,2846,2846,ENG1,2010,s,Wigan Athletic,England,left,38558,Tomasz Cywka,22,Poland,midfielder,Derby County,England,0.0,250000.0,True,False,False,False,422487,ENG2
66,2847,2847,ENG1,2010,s,Wigan Athletic,England,left,45185,Tomasz Kupisz,20,Poland,midfielder,Jagiellonia Bialystok,Poland,0.0,250000.0,True,False,False,False,425551,POL
67,2848,2848,ENG1,2010,s,Wigan Athletic,England,left,3158,Mario Melchiot,33,Netherlands,defender,Umm Salal SC,Qatar,0.0,3500000.0,True,False,False,False,426673,QAT
68,2849,2849,ENG1,2010,s,Wigan Athletic,England,left,2953,Paul Scharner,30,Austria,defender,West Bromwich Albion,England,0.0,4500000.0,True,False,False,False,448311,ENG1
69,2850,2850,ENG1,2010,s,Wigan Athletic,England,left,3661,Jason Koumas,30,Wales,midfielder,Cardiff City,England,0 €,2000000.0,False,True,False,False,462290,ENG2
70,2852,2852,ENG1,2010,s,Wigan Athletic,England,left,71904,Antonio Amaya,27,Spain,defender,Rayo Vallecano,Spain,0.0,750000.0,False,True,False,False,456984,SPA2
71,2853,2853,ENG1,2010,s,Wigan Athletic,England,left,5438,Olivier Kapo,29,France,midfielder,Without Club,Without Club,0.0,2900000.0,False,False,False,False,463072,WIT
72,2854,2854,ENG1,2010,s,Wigan Athletic,England,left,26633,Ali Al-Habsi,29,Oman,goalkeeper,Bolton Wanderers,England,0.0,NF,False,True,True,False,449851,ENG1
73,2855,2855,ENG1,2010,s,Wigan Athletic,England,left,73484,Tom Cleverley,21,England,midfielder,Manchester United,England,0.0,750000.0,False,True,True,False,474600,ENG1
74,2856,2856,ENG1,2010,s,Wigan Athletic,England,left,34400,Vladimir Stojkovic,26,Serbia,goalkeeper,Sporting CP,Portugal,0.0,900000.0,False,True,True,False,420649,POR1
75,2857,2857,ENG1,2010,s,Wigan Athletic,England,left,54162,Marcelo Moreno,23,Bolivia,striker,Shakhtar Donetsk,Ukraine,0.0,3500000.0,False,True,True,False,386582,UKR
76,2858,2858,POR1,2010,s,Vitória Guimarães SC,Portugal,left,153427,Bebé,20,Cape Verde,striker,Manchester United,England,8800000.0,100000.0,False,False,False,False,466136,ENG1
77,2859,2859,ENG1,2010,s,Fulham FC,England,left,103427,Chris Smalling,20,England,defender,Manchester United,England,8000000.0,2000000.0,False,False,False,False,383169,ENG1
78,2860,2860,MEX,2010,s,Deportivo Guadalajara,Mexico,left,50935,Chicharito,22,Mexico,striker,Manchester United,England,7500000.0,6000000.0,False,False,False,False,413289,ENG1
79,2861,2861,ENG2,2010,s,Manchester United U18,England,left,73492,Joe Dudgeon,19,Northern Ireland,defender,Manchester United,England,0 €,NF,False,False,False,False,572045,ENG1
80,2862,2862,ENG2,2010,s,Manchester United U18,England,left,128233,Conor Devlin,18,Northern Ireland,goalkeeper,Manchester United,England,0 €,-,False,False,False,False,516565,ENG1
81,2863,2863,ENG2,2010,s,Manchester United U18,England,left,127996,Reece Brown,18,England,defender,Manchester United,England,0 €,-,False,False,False,False,351896,ENG1
82,2865,2865,GER1,2010,s,1. FC Köln,Germany,left,46180,Zoran Tosic,23,Serbia,striker,Manchester United,England,0.0,5500000.0,False,True,True,False,383804,ENG1
83,2866,2866,ENG2,2010,s,Sheffield United,England,left,55687,Ritchie De Laet,21,Belgium,defender,Manchester United,England,0.0,1250000.0,False,True,True,False,484729,ENG1
84,2867,2867,ENG2,2010,s,Bradford City,England,left,127996,Reece Brown,18,England,defender,Manchester United,England,0.0,-,False,True,True,False,496797,ENG1
85,2868,2868,ENG2,2010,s,Hartlepool United,England,left,128233,Conor Devlin,18,Northern Ireland,goalkeeper,Manchester United,England,0.0,-,False,True,True,False,516564,ENG1
86,2869,2869,ENG1,2010,s,Sunderland AFC,England,left,67063,Danny Welbeck,20,England,striker,Manchester United,England,0.0,NF,False,True,True,False,466666,ENG1
87,2870,2870,ENG1,2010,s,Blackburn Rovers,England,left,62049,Mame Diouf,23,Senegal,striker,Manchester United,England,0.0,NF,False,True,True,False,463177,ENG1
88,2871,2871,ENG1,2010,s,Manchester United,England,left,46180,Zoran Tosic,23,Serbia,striker,CSKA Moscow,Russia,9500000.0,5500000.0,False,False,False,False,431959,RUS
89,2872,2872,ENG1,2010,s,Manchester United,England,left,13572,Ben Foster,27,England,goalkeeper,Birmingham City,England,7000000.0,3000000.0,False,False,False,False,419714,ENG1
90,2873,2873,ENG1,2010,s,Manchester United,England,left,73514,Sam Hewson,21,England,midfielder,Altrincham FC,England,0.0,-,True,False,False,False,468656,ENG2
91,2874,2874,ENG1,2010,s,Manchester United,England,left,73552,Rodrigo Possebon,21,Italy,midfielder,Santos FC,Brazil,0.0,800000.0,True,False,False,False,469533,BRA
92,2875,2875,ENG1,2010,s,Manchester United,England,left,37678,David Gray,22,Scotland,defender,Preston North End,England,0.0,400000.0,True,False,False,False,450894,ENG2
93,2876,2876,ENG1,2010,s,Manchester United,England,left,34130,Tom Heaton,24,England,goalkeeper,Cardiff City,England,0.0,1500000.0,True,False,False,False,432239,ENG2
94,2877,2877,ENG1,2010,s,Manchester United,England,left,62049,Mame Diouf,22,Senegal,striker,Blackburn Rovers,England,0 €,3000000.0,False,True,False,False,463176,ENG1
95,2878,2878,ENG1,2010,s,Manchester United,England,left,67063,Danny Welbeck,19,England,striker,Sunderland AFC,England,NF,1800000.0,False,True,False,False,466665,ENG1
96,2879,2879,ENG1,2010,s,Manchester United,England,left,128233,Conor Devlin,18,Northern Ireland,goalkeeper,Hartlepool United,England,0 €,-,False,True,False,False,487864,ENG2
97,2880,2880,ENG1,2010,s,Manchester United,England,left,127996,Reece Brown,18,England,defender,Bradford City,England,0 €,-,False,True,False,False,487852,ENG2
