,Unnamed: 0.1,Unnamed: 0,league_team1,season,window,team1,country_team1,dir,player_id,player_name,player_age,player_nation,player_pos,team2,country_team2,transfer_value,market_value,is_free,is_loan,is_loan_end,is_retired,transfer_id,league_team2
410,410,3221,ENG1,2010,s,Manchester City,England,left,15511,Robinho,26,Brazil,striker,AC Milan,Italy,21000000.0,28000000.0,False,False,False,False,474643,ITA1
5793,5796,15228,SPA1,2010,s,FC Barcelona,Spain,left,3455,Zlatan Ibrahimovic,28,Sweden,striker,AC Milan,Italy,6000000.0,46000000.0,False,True,False,False,473616,ITA1
5815,5818,15253,SPA1,2010,w,RCD Espanyol Barcelona,Spain,left,67090,Dídac Vilà,21,Spain,defender,AC Milan,Italy,4000000.0,800000.0,False,False,False,False,532877,ITA1
8887,8890,26148,ITA1,2010,s,UC Sampdoria,Italy,left,19136,Marco Storari,33,Italy,goalkeeper,AC Milan,Italy,0.0,1500000.0,False,True,True,False,379178,ITA1
8987,8990,26259,ITA1,2010,s,Chievo Verona,Italy,left,5507,Mario Yepes,34,Colombia,defender,AC Milan,Italy,0.0,2000000.0,True,False,False,False,407804,ITA1
9023,9026,26296,ITA1,2010,s,Chievo Verona,Italy,left,52337,Michal Miskiewicz,21,Poland,goalkeeper,AC Milan,Italy,0.0,100000.0,False,True,True,False,316203,ITA1
9062,9065,26349,ITA1,2010,s,Genoa CFC,Italy,left,68306,Alberto Paloschi,20,Italy,striker,AC Milan,Italy,5000000.0,5000000.0,False,False,False,False,580632,ITA1
9063,9066,26350,ITA1,2010,s,Genoa CFC,Italy,left,34322,Sokratis Papastathopoulos,22,Greece,defender,AC Milan,Italy,4500000.0,5000000.0,False,False,False,False,454358,ITA1
9064,9067,26351,ITA1,2010,s,Genoa CFC,Italy,left,16922,Kevin-Prince Boateng,23,Ghana,midfielder,AC Milan,Italy,3000000.0,6000000.0,False,True,False,False,467628,ITA1
9065,9068,26352,ITA1,2010,s,FC Internazionale,Italy,left,45576,Attila Filkor,22,Hungary,midfielder,AC Milan,Italy,1000000.0,500000.0,False,False,False,False,450769,ITA1
9066,9069,26353,ITA1,2010,s,FC Internazionale,Italy,left,47873,Cristian Daminuta,20,Romania,midfielder,AC Milan,Italy,1000000.0,200000.0,False,False,False,False,450770,ITA1
9067,9070,26355,ITA1,2010,s,Genoa CFC,Italy,left,88712,Rodney Strasser,20,Sierra Leone,midfielder,AC Milan,Italy,0.0,150000.0,False,True,False,False,2233583,ITA1
9068,9071,26356,URU,2010,s,Atletico River Plate Montevideo,Uruguay,left,74257,Bruno Montelongo,22,Uruguay,midfielder,AC Milan,Italy,0 €,600000.0,False,False,False,False,473078,ITA1
9069,9072,26357,ITA2,2010,s,Atalanta BC,Italy,left,5986,Ferdinando Coppola,32,Italy,goalkeeper,AC Milan,Italy,NF,1000000.0,False,False,False,False,439433,ITA1
9070,9073,26358,ITA1,2010,s,Genoa CFC,Italy,left,16810,Marco Amelia,28,Italy,goalkeeper,AC Milan,Italy,0.0,9000000.0,False,True,False,False,435879,ITA1
9071,9074,26359,ITAJ,2010,s,Milan Primavera,Italy,left,130354,Nnamdi Oduamadi,19,Nigeria,striker,AC Milan,Italy,0 €,NF,False,False,False,False,460320,ITA1
9391,9395,26762,ITA1,2010,w,UC Sampdoria,Italy,left,5962,Antonio Cassano,28,Italy,striker,AC Milan,Italy,3300000.0,18500000.0,False,False,False,False,514341,ITA1
9392,9396,26763,NET1,2010,w,Ajax Amsterdam,Netherlands,left,20586,Urby Emanuelson,24,Netherlands,midfielder,AC Milan,Italy,2500000.0,8000000.0,False,False,False,False,530472,ITA1
9393,9397,26764,GER1,2010,w,Bayern Munich,Germany,left,3515,Mark van Bommel,33,Netherlands,midfielder,AC Milan,Italy,0.0,6500000.0,True,False,False,False,531365,ITA1
9394,9398,26765,ITA1,2010,w,Juventus FC,Italy,left,5925,Nicola Legrottaglie,34,Italy,defender,AC Milan,Italy,0.0,1200000.0,True,False,False,False,534218,ITA1
9395,9399,26766,ITAJ,2010,w,Milan Primavera,Italy,left,86926,Alexander Merkel,18,Kazakhstan,midfielder,AC Milan,Italy,0 €,NF,False,False,False,False,549037,ITA1
15632,15637,44460,ITA2,2010,s,Calcio Padova,Italy,left,54906,Matteo Darmian,20,Italy,defender,AC Milan,Italy,0.0,500000.0,False,True,True,False,320603,ITA1
15752,15757,44605,ITA2,2010,s,Varese 1910,Italy,left,88692,Giorgio Gianola,20,Italy,defender,AC Milan,Italy,0.0,NF,False,True,True,False,324209,ITA1
15755,15760,44608,ITA2,2010,s,Varese 1910,Italy,left,88699,Wilfred Osuji,19,Nigeria,midfielder,AC Milan,Italy,0.0,250000.0,False,True,True,False,360663,ITA1
15756,15761,44609,ITA2,2010,s,Varese 1910,Italy,left,56634,Kingsley Umunegbu,20,Nigeria,striker,AC Milan,Italy,0.0,50000.0,False,True,True,False,341274,ITA1
16079,16084,45014,ITA2,2010,s,AS Livorno,Italy,left,52136,Davide Di Gennaro,22,Italy,midfielder,AC Milan,Italy,0.0,2200000.0,False,True,True,False,385234,ITA1
16081,16086,45016,ITA2,2010,s,AS Livorno,Italy,left,56621,Marcus Diniz,22,Brazil,defender,AC Milan,Italy,0.0,NF,False,True,True,False,339003,ITA1
16331,16336,45408,ITA2,2010,s,FC Crotone,Italy,left,44365,Digão,24,Brazil,defender,AC Milan,Italy,0.0,350000.0,False,True,True,False,386560,ITA1
16465,16470,45581,ITA2,2010,w,Reggina Calcio,Italy,left,85563,Dominic Adiyiah,21,Ghana,striker,AC Milan,Italy,0.0,700000.0,False,True,True,False,472296,ITA1
21854,21863,63142,ITA3,2010,s,FC Pavia 1911,Italy,left,45570,Davide Facchin,23,Italy,goalkeeper,AC Milan,Italy,0.0,NF,False,True,True,False,360537,ITA1
21932,21941,63256,ITA3,2010,s,AS Gubbio 1910,Italy,left,56618,Matteo Bruscagin,20,Italy,defender,AC Milan,Italy,0.0,-,False,True,True,False,341271,ITA1
21996,22005,63346,ITA3,2010,s,AC Monza Brianza,Italy,left,127774,Harmony Ikande,19,Nigeria,midfielder,AC Milan,Italy,0.0,50000.0,False,True,True,False,384418,ITA1
22114,22123,63515,ITA3,2010,s,Calcio Como,Italy,left,45113,Patrick Kalambay,26,Italy,midfielder,AC Milan,Italy,0.0,50000.0,False,True,True,False,382775,ITA1
22212,22221,63665,ITA3,2010,w,AC Monza Brianza,Italy,left,54896,William-Fils Aubameyang,23,Gabon,defender,AC Milan,Italy,0.0,500000.0,False,True,True,False,531829,ITA1
26131,26141,77806,ITA3,2010,w,AS Lucchese Libertas,Italy,left,130357,Andrea Schenetti,19,Italy,midfielder,AC Milan,Italy,0.0,50000.0,False,True,True,False,456131,ITA1
31940,31956,99202,FRA1,2010,s,LOSC Lille,France,left,58864,Pierre-Emerick Aubameyang,21,Gabon,striker,AC Milan,Italy,0.0,1700000.0,False,True,True,False,295217,ITA1
32232,32248,99574,FRA1,2010,w,AS Monaco,France,left,58864,Pierre-Emerick Aubameyang,21,Gabon,striker,AC Milan,Italy,0.0,1700000.0,False,True,True,False,444341,ITA1
1015,1016,3868,ENG1,2011,s,Queens Park Rangers,England,left,28922,Taye Taiwo,27,Nigeria,defender,AC Milan,Italy,0.0,6500000.0,False,True,True,False,676696,ITA1
1415,1416,4323,ENG1,2011,s,Liverpool FC,England,left,5957,Alberto Aquilani,27,Italy,midfielder,AC Milan,Italy,0.0,14000000.0,False,True,False,False,627579,ITA1
6175,6178,15665,SPA1,2011,s,FC Barcelona,Spain,left,3455,Zlatan Ibrahimovic,29,Sweden,striker,AC Milan,Italy,24000000.0,35000000.0,False,False,False,False,583543,ITA1
6350,6353,15888,SPA1,2011,w,Getafe CF,Spain,left,56841,Michelangelo Albertazzi,20,Italy,defender,AC Milan,Italy,0.0,400000.0,False,True,True,False,696914,ITA1
9887,9891,27309,ITA1,2011,s,AC Siena,Italy,left,5986,Ferdinando Coppola,33,Italy,goalkeeper,AC Milan,Italy,0.0,450000.0,False,True,True,False,439435,ITA1
9922,9926,27346,ITA1,2011,s,Bologna FC 1909,Italy,left,74257,Bruno Montelongo,23,Uruguay,midfielder,AC Milan,Italy,0.0,600000.0,False,True,True,False,532032,ITA1
10024,10028,27454,ITA1,2011,s,Genoa CFC,Italy,left,94529,Stephan El Shaarawy,18,Italy,striker,AC Milan,Italy,20300000.0,7000000.0,False,False,False,False,590219,ITA1
10025,10029,27455,ITA1,2011,s,Genoa CFC,Italy,left,16922,Kevin-Prince Boateng,24,Ghana,midfielder,AC Milan,Italy,10500000.0,15000000.0,False,False,False,False,572326,ITA1
10026,10030,27456,ITA1,2011,s,Genoa CFC,Italy,left,16810,Marco Amelia,29,Italy,goalkeeper,AC Milan,Italy,3500000.0,3500000.0,False,False,False,False,580625,ITA1
10027,10031,27457,ITA1,2011,s,Genoa CFC,Italy,left,88712,Rodney Strasser,21,Sierra Leone,midfielder,AC Milan,Italy,2250000.0,2500000.0,False,False,False,False,2233585,ITA1
10028,10032,27458,ITA1,2011,s,Genoa CFC,Italy,left,137428,Matteo Chinellato,19,Italy,striker,AC Milan,Italy,1750000.0,75000.0,False,False,False,False,732287,ITA1
10029,10033,27459,ITA1,2011,s,US Palermo,Italy,left,22203,Antonio Nocerino,26,Italy,midfielder,AC Milan,Italy,500000.0,9000000.0,False,False,False,False,630033,ITA1
10030,10034,27460,POR2,2011,s,CF Os Belenenses,Portugal,left,99189,Pelé,19,Guinea-Bissau,midfielder,AC Milan,Italy,300000.0,-,False,False,False,False,629509,ITA1
10031,10035,27461,FRA1,2011,s,Olympique Marseille,France,left,28922,Taye Taiwo,26,Nigeria,defender,AC Milan,Italy,0.0,8500000.0,True,False,False,False,570741,ITA1
10032,10036,27462,ITA1,2011,s,AS Roma,Italy,left,5422,Philippe Mexès,29,France,defender,AC Milan,Italy,0.0,10000000.0,True,False,False,False,564917,ITA1
10033,10037,27463,ITA1,2011,s,Genoa CFC,Italy,left,100176,Gianmarco Zigoni,20,Italy,striker,AC Milan,Italy,0 €,400000.0,False,False,False,False,583855,ITA1
10034,10038,27464,ITA2,2011,s,UC AlbinoLeffe,Italy,left,167741,Mattia Valoti,17,Italy,midfielder,AC Milan,Italy,0 €,300000.0,False,False,False,False,527092,ITA1
10035,10039,27466,ITAJ,2011,s,Milan Primavera,Italy,left,88682,Mattia De Sciglio,18,Italy,defender,AC Milan,Italy,0 €,NF,False,False,False,False,632221,ITA1
10036,10040,27467,ITAJ,2011,s,Milan Primavera,Italy,left,52150,Mitja Novinic,20,Slovenia,midfielder,AC Milan,Italy,0 €,100000.0,False,False,False,False,989499,ITA1
10417,10421,27975,ITA1,2011,s,AS Roma,Italy,left,5825,Marco Borriello,29,Italy,striker,AC Milan,Italy,0.0,13000000.0,False,True,True,False,474663,ITA1
10453,10457,28014,ITA1,2011,w,Calcio Catania,Italy,left,26263,Maxi López,27,Argentina,striker,AC Milan,Italy,1500000.0,5500000.0,False,True,False,False,678584,ITA1
10514,10518,28082,ITA1,2011,w,US Lecce,Italy,left,17735,Djamel Mesbah,27,Algeria,defender,AC Milan,Italy,550000.0,1000000.0,False,False,False,False,673693,ITA1
10520,10524,28088,ITA1,2011,w,US Lecce,Italy,left,88712,Rodney Strasser,21,Sierra Leone,midfielder,AC Milan,Italy,0.0,2500000.0,False,True,True,False,606640,ITA1
10533,10537,28103,ITA1,2011,w,Genoa CFC,Italy,left,86926,Alexander Merkel,19,Kazakhstan,midfielder,AC Milan,Italy,0.0,3500000.0,False,True,False,False,673118,ITA1
10534,10538,28104,ITA1,2011,w,FC Internazionale,Italy,left,17129,Sulley Muntari,27,Ghana,midfielder,AC Milan,Italy,0.0,5000000.0,False,True,False,False,680675,ITA1
10535,10539,28105,SWI,2011,w,FC Chiasso,Switzerland,left,56634,Kingsley Umunegbu,22,Nigeria,striker,AC Milan,Italy,0 €,50000.0,False,False,False,False,680708,ITA1
16899,16904,46190,ITA2,2011,s,Calcio Padova,Italy,left,52136,Davide Di Gennaro,23,Italy,midfielder,AC Milan,Italy,0.0,1500000.0,False,True,True,False,450263,ITA1
22282,22291,63767,ITA3,2011,s,US Foggia,Italy,left,88706,Simone Romagnoli,21,Italy,defender,AC Milan,Italy,0.0,175000.0,False,True,True,False,454292,ITA1
22392,22401,63926,ITA3,2011,s,FC Pavia 1911,Italy,left,88696,Luca Meregalli,19,Italy,defender,AC Milan,Italy,0.0,50000.0,False,True,True,False,536294,ITA1
26215,26225,77928,ITA3,2011,s,Calcio Portogruaro-Summaga,Italy,left,88709,Luca Scapuzzi,20,Italy,striker,AC Milan,Italy,0.0,100000.0,False,True,True,False,489455,ITA1
26381,26391,78185,ITA3,2011,s,Piacenza FC,Italy,left,88685,Antonio Donnarumma,20,Italy,goalkeeper,AC Milan,Italy,0.0,100000.0,False,True,True,False,453790,ITA1
26460,26470,78307,ITA3,2011,s,US Triestina,Italy,left,45576,Attila Filkor,22,Hungary,midfielder,AC Milan,Italy,0.0,500000.0,False,True,True,False,467416,ITA1
26547,26557,78455,ITA3,2011,s,AC Prato,Italy,left,130357,Andrea Schenetti,20,Italy,midfielder,AC Milan,Italy,0.0,50000.0,False,True,True,False,534370,ITA1
32688,32704,100140,FRA1,2011,w,AS Saint-Étienne,France,left,58864,Pierre-Emerick Aubameyang,22,Gabon,striker,AC Milan,Italy,0.0,4000000.0,False,True,True,False,534607,ITA1
39642,39659,122730,NET1,2011,s,Twente Enschede FC,Netherlands,left,12517,Oguchi Onyewu,29,United States,defender,AC Milan,Italy,0.0,5000000.0,False,True,True,False,521963,ITA1
2063,2064,5010,ENG1,2012,s,Manchester City,England,left,4672,Nigel de Jong,27,Netherlands,midfielder,AC Milan,Italy,3500000.0,13000000.0,False,False,False,False,777749,ITA1
2488,2489,5475,ENG1,2012,w,Manchester City,England,left,45146,Mario Balotelli,22,Italy,striker,AC Milan,Italy,20000000.0,24000000.0,False,False,False,False,830778,ITA1
6645,6648,16219,SPA1,2012,s,RCD Espanyol Barcelona,Spain,left,67090,Dídac Vilà,23,Spain,defender,AC Milan,Italy,0.0,3500000.0,False,True,True,False,581566,ITA1
10699,10704,28313,ITA1,2012,s,FC Internazionale,Italy,left,19447,Giampaolo Pazzini,28,Italy,striker,AC Milan,Italy,12500000.0,14500000.0,False,False,False,False,772801,ITA1
10700,10705,28314,ITA1,2012,s,Chievo Verona,Italy,left,131075,Francesco Acerbi,24,Italy,defender,AC Milan,Italy,4000000.0,4500000.0,False,False,False,False,733216,ITA1
10701,10706,28316,FRA2,2012,s,SM Caen,France,left,157501,M'Baye Niang,17,Senegal,striker,AC Milan,Italy,3300000.0,1750000.0,False,False,False,False,775735,ITA1
10702,10707,28317,BRA,2012,s,Cruzeiro Esporte Clube U20,Brazil,left,79242,Gabriel,19,Brazil,goalkeeper,AC Milan,Italy,1170000.0,350000.0,False,False,False,False,719202,ITA1
10703,10708,28318,SPA2,2012,s,Villarreal CF,Spain,left,34344,Cristián Zapata,25,Colombia,defender,AC Milan,Italy,400000.0,7000000.0,False,True,False,False,765212,ITA1
10704,10709,28319,ITA1,2012,s,AS Roma,Italy,left,44675,Bojan Krkic,22,Spain,striker,AC Milan,Italy,250000.0,8000000.0,False,True,False,False,776767,ITA1
10705,10710,28320,ITA1,2012,s,FC Internazionale,Italy,left,17129,Sulley Muntari,27,Ghana,midfielder,AC Milan,Italy,0.0,5000000.0,True,False,False,False,680677,ITA1
10706,10711,28321,FRA1,2012,s,AS Nancy-Lorraine,France,left,45168,Bakaye Traoré,27,Mali,midfielder,AC Milan,Italy,0.0,3000000.0,True,False,False,False,715589,ITA1
10707,10712,28322,ITA1,2012,s,ACF Fiorentina,Italy,left,19446,Riccardo Montolivo,27,Italy,midfielder,AC Milan,Italy,0.0,13000000.0,True,False,False,False,716549,ITA1
10708,10713,28323,ITA1,2012,s,ACF Fiorentina,Italy,left,54055,Edoardo Pazzagli,23,Italy,goalkeeper,AC Milan,Italy,0.0,75000.0,True,False,False,False,741474,ITA1
10709,10714,28324,ITA1,2012,s,Genoa CFC,Italy,left,43760,Kévin Constant,25,Guinea,midfielder,AC Milan,Italy,0.0,5000000.0,False,True,False,False,733214,ITA1
10710,10715,28325,ITAJ,2012,s,Milan Primavera,Italy,left,73858,Adrià Carmona,20,Spain,striker,AC Milan,Italy,0 €,300000.0,False,False,False,False,774533,ITA1
11469,11474,29222,ITA1,2012,s,Torino FC,Italy,left,130354,Nnamdi Oduamadi,21,Nigeria,striker,AC Milan,Italy,0.0,700000.0,False,True,True,False,593779,ITA1
11474,11479,29227,ITA1,2012,s,Torino FC,Italy,left,5986,Ferdinando Coppola,34,Italy,goalkeeper,AC Milan,Italy,0.0,50000.0,False,True,True,False,594544,ITA1
11530,11535,29292,ITA1,2012,w,Genoa CFC,Italy,left,43760,Kévin Constant,25,Guinea,midfielder,AC Milan,Italy,8000000.0,5000000.0,False,False,False,False,829255,ITA1
11531,11536,29293,ITA2,2012,w,Brescia Calcio,Italy,left,71019,Bartosz Salamon,21,Poland,defender,AC Milan,Italy,3500000.0,2800000.0,False,False,False,False,832019,ITA1
11532,11537,29294,ITA1,2012,w,Parma FC,Italy,left,5993,Cristian Zaccardo,31,Italy,defender,AC Milan,Italy,3000000.0,3000000.0,False,False,False,False,827770,ITA1
11533,11538,29295,ITA4,2012,w,SS Milazzo,Italy,left,160835,Umberto Previti,22,Italy,goalkeeper,AC Milan,Italy,0 €,50000.0,False,False,False,False,824308,ITA1
17624,17630,47217,ITA2,2012,s,SS Virtus Lanciano,Italy,left,52150,Mitja Novinic,21,Slovenia,midfielder,AC Milan,Italy,0.0,75000.0,False,True,True,False,613362,ITA1
17666,17672,47275,ITA2,2012,s,Varese 1910,Italy,left,56841,Michelangelo Albertazzi,21,Italy,defender,AC Milan,Italy,0.0,350000.0,False,True,True,False,680755,ITA1
18013,18019,47747,ITA2,2012,s,Modena FC,Italy,left,52136,Davide Di Gennaro,24,Italy,midfielder,AC Milan,Italy,0.0,1700000.0,False,True,True,False,602808,ITA1
18048,18054,47789,ITA2,2012,s,AS Livorno,Italy,left,45576,Attila Filkor,23,Hungary,midfielder,AC Milan,Italy,0.0,NF,False,True,True,False,598883,ITA1
18331,18337,48191,ITA2,2012,w,AS Bari,Italy,left,45576,Attila Filkor,24,Hungary,midfielder,AC Milan,Italy,0.0,300000.0,False,True,True,False,775729,ITA1
18414,18420,48316,ITA2,2012,w,FC Pro Vercelli 1892,Italy,left,199252,Alessio Innocenti,19,Argentina,midfielder,AC Milan,Italy,0.0,250000.0,False,True,True,False,752345,ITA1
18415,18421,48317,ITA2,2012,w,FC Pro Vercelli 1892,Italy,left,100176,Gianmarco Zigoni,21,Italy,striker,AC Milan,Italy,0.0,350000.0,False,True,True,False,749192,ITA1
23101,23110,64919,ITA3,2012,s,FC Südtirol-Alto Adige,Italy,left,52337,Michal Miskiewicz,23,Poland,goalkeeper,AC Milan,Italy,0.0,50000.0,False,True,True,False,615734,ITA1
23102,23111,64920,ITA3,2012,s,FC Südtirol-Alto Adige,Italy,left,137428,Matteo Chinellato,20,Italy,striker,AC Milan,Italy,0.0,75000.0,False,True,True,False,613566,ITA1
23103,23112,64921,ITA3,2012,s,FC Südtirol-Alto Adige,Italy,left,130357,Andrea Schenetti,21,Italy,midfielder,AC Milan,Italy,0.0,250000.0,False,True,True,False,608344,ITA1
23106,23115,64924,ITA3,2012,s,FC Südtirol-Alto Adige,Italy,left,131779,Luca Santonocito,21,Italy,midfielder,AC Milan,Italy,0.0,75000.0,False,True,True,False,603274,ITA1
23144,23153,64984,ITA3,2012,s,US Lecce,Italy,left,5837,Massimo Oddo,36,Italy,defender,AC Milan,Italy,0.0,250000.0,False,True,True,False,629648,ITA1
23378,23387,65294,ITA3,2012,s,Calcio Como,Italy,left,56621,Marcus Diniz,24,Brazil,defender,AC Milan,Italy,0.0,600000.0,False,True,True,False,629076,ITA1
26832,26842,78948,ITA3,2012,s,AS Gubbio 1910,Italy,left,88685,Antonio Donnarumma,21,Italy,goalkeeper,AC Milan,Italy,0.0,NF,False,True,True,False,594937,ITA1
27057,27067,79277,ITA3,2012,s,AS Avellino 1912,Italy,left,100176,Gianmarco Zigoni,21,Italy,striker,AC Milan,Italy,0.0,350000.0,False,True,True,False,629763,ITA1
27112,27122,79355,ITA3,2012,s,US Latina Calcio,Italy,left,110931,Marco Fossati,19,Italy,midfielder,AC Milan,Italy,0.0,800000.0,False,True,True,False,628917,ITA1
27201,27211,79515,ITA3,2012,w,Sorrento Calcio,Italy,left,130357,Andrea Schenetti,21,Italy,midfielder,AC Milan,Italy,0.0,250000.0,False,True,True,False,832241,ITA1
3026,3028,6038,ENG1,2013,s,Fulham FC,England,left,20586,Urby Emanuelson,27,Netherlands,midfielder,AC Milan,Italy,0.0,8800000.0,False,True,True,False,831770,ITA1
3291,3293,6337,ENG1,2013,w,Chelsea FC,England,left,5588,Michael Essien,31,Ghana,midfielder,AC Milan,Italy,500000.0,7500000.0,False,False,False,False,1006471,ITA1
7024,7027,16677,SPA1,2013,s,Villarreal CF,Spain,left,34344,Cristián Zapata,26,Colombia,defender,AC Milan,Italy,10000000.0,6000000.0,False,False,False,False,873923,ITA1
7326,7329,17044,SPA1,2013,s,Real Madrid,Spain,left,3366,Kaká,31,Brazil,midfielder,AC Milan,Italy,0.0,400000.0,True,False,False,False,942566,ITA1
7455,7458,17191,SPA1,2013,w,Valencia CF,Spain,left,51118,Adil Rami,28,France,defender,AC Milan,Italy,400000.0,8000000.0,False,True,False,False,961935,ITA1
11800,11805,29632,ITA1,2013,s,Juventus FC,Italy,left,40660,Alessandro Matri,29,Italy,striker,AC Milan,Italy,11000000.0,11000000.0,False,False,False,False,940553,ITA1
12012,12017,29864,ITA1,2013,s,UC Sampdoria,Italy,left,44834,Andrea Poli,23,Italy,midfielder,AC Milan,Italy,6000000.0,8000000.0,False,False,False,False,903412,ITA1
12192,12197,30060,ITA2,2013,s,Empoli FC,Italy,left,88909,Riccardo Saponara,21,Italy,midfielder,AC Milan,Italy,4800000.0,7000000.0,False,False,False,False,826305,ITA1
12193,12198,30061,ITA1,2013,s,Genoa CFC,Italy,left,91241,Giacomo Beretta,21,Italy,striker,AC Milan,Italy,4000000.0,350000.0,False,False,False,False,889334,ITA1
12194,12199,30062,ITA1,2013,s,Genoa CFC,Italy,left,26105,Valter Birsa,27,Slovenia,midfielder,AC Milan,Italy,3000000.0,1500000.0,False,False,False,False,941548,ITA1
12195,12200,30063,COL,2013,s,Deportes Quindío,Colombia,left,262972,Jherson Vergara,19,Colombia,defender,AC Milan,Italy,2430000.0,2000000.0,False,False,False,False,867569,ITA1
12196,12201,30064,ITA1,2013,s,FC Internazionale,Italy,left,20003,Matías Silvestre,28,Argentina,defender,AC Milan,Italy,1000000.0,6000000.0,False,True,False,False,922299,ITA1
12197,12202,30065,ITA1,2013,s,Torino FC,Italy,left,5986,Ferdinando Coppola,35,Italy,goalkeeper,AC Milan,Italy,0.0,100000.0,True,False,False,False,897485,ITA1
12198,12203,30067,ITAJ,2013,s,Milan Primavera,Italy,left,199258,Andrea Petagna,18,Italy,striker,AC Milan,Italy,0 €,250000.0,False,False,False,False,903411,ITA1
12199,12204,30068,ITAJ,2013,s,Milan Primavera,Italy,left,199248,Bryan Cristante,18,Italy,midfielder,AC Milan,Italy,0 €,NF,False,False,False,False,854502,ITA1
12200,12205,30069,ITAJ,2013,s,Milan Primavera,Italy,left,201245,Alex Pontons,18,Bolivia,striker,AC Milan,Italy,NF,NF,False,False,False,False,2201642,ITA1
12405,12410,30322,ITA1,2013,s,Hellas Verona,Italy,left,56841,Michelangelo Albertazzi,22,Italy,defender,AC Milan,Italy,0.0,300000.0,False,True,True,False,760790,ITA1
12723,12728,30677,ITA1,2013,s,Parma FC,Italy,left,88712,Rodney Strasser,23,Sierra Leone,midfielder,AC Milan,Italy,0.0,1200000.0,False,True,True,False,827772,ITA1
12788,12793,30783,RUS,2013,w,CSKA Moscow,Russia,left,66521,Keisuke Honda,27,Japan,midfielder,AC Milan,Italy,0.0,20000000.0,True,False,False,False,968196,ITA1
12789,12794,30784,ENG2,2013,w,Queens Park Rangers,England,left,45287,Adel Taarabt,24,Morocco,midfielder,AC Milan,Italy,0 €,9000000.0,False,True,False,False,1011382,ITA1
12874,12879,30873,ITA1,2013,w,UC Sampdoria,Italy,left,199258,Andrea Petagna,18,Italy,striker,AC Milan,Italy,0.0,250000.0,False,True,True,False,942763,ITA1
18597,18603,48555,ITA2,2013,s,SS Virtus Lanciano,Italy,left,120772,Edmund Hottor,20,Ghana,midfielder,AC Milan,Italy,0.0,150000.0,False,True,True,False,752635,ITA1
18634,18640,48604,ITA2,2013,s,Varese 1910,Italy,left,130354,Nnamdi Oduamadi,22,Nigeria,striker,AC Milan,Italy,0.0,800000.0,False,True,True,False,751515,ITA1
18919,18925,48989,ITA2,2013,s,AS Avellino 1912,Italy,left,100176,Gianmarco Zigoni,22,Italy,striker,AC Milan,Italy,0.0,350000.0,False,True,True,False,826876,ITA1
19123,19129,49264,ITA2,2013,s,Reggina Calcio,Italy,left,130324,Gianmario Comi,21,Italy,striker,AC Milan,Italy,0.0,900000.0,False,True,True,False,742120,ITA1
19125,19131,49266,ITA2,2013,s,Reggina Calcio,Italy,left,176140,Rodrigo Ely,19,Brazil,defender,AC Milan,Italy,0.0,600000.0,False,True,True,False,756208,ITA1
19405,19411,49681,ITA2,2013,w,Spezia Calcio,Italy,left,242724,Ezekiel Henty,20,Nigeria,striker,AC Milan,Italy,0.0,100000.0,False,True,True,False,906331,ITA1
19410,19416,49688,ITA2,2013,w,Brescia Calcio,Italy,left,130354,Nnamdi Oduamadi,23,Nigeria,striker,AC Milan,Italy,0.0,600000.0,False,True,True,False,918298,ITA1
23534,23543,65536,ITA3,2013,s,Calcio Como,Italy,left,88701,Filippo Perucchini,21,Italy,goalkeeper,AC Milan,Italy,0.0,125000.0,False,True,True,False,757837,ITA1
23535,23544,65538,ITA3,2013,s,Calcio Como,Italy,left,130357,Andrea Schenetti,22,Italy,midfielder,AC Milan,Italy,0.0,225000.0,False,True,True,False,933416,ITA1
23791,23800,65904,ITA3,2013,s,FC Pavia 1911,Italy,left,160835,Umberto Previti,23,Italy,goalkeeper,AC Milan,Italy,0.0,50000.0,False,True,True,False,824934,ITA1
23956,23965,66139,ITA3,2013,s,FC Pro Vercelli 1892,Italy,left,45576,Attila Filkor,24,Hungary,midfielder,AC Milan,Italy,0.0,300000.0,False,True,True,False,824295,ITA1
24039,24048,66263,ITA3,2013,w,FC Südtirol-Alto Adige,Italy,left,199252,Alessio Innocenti,20,Argentina,midfielder,AC Milan,Italy,0.0,250000.0,False,True,True,False,917937,ITA1
24070,24079,66307,ITA3,2013,w,AC Lumezzane,Italy,left,160334,Simone Ganz,20,Italy,striker,AC Milan,Italy,0.0,600000.0,False,True,True,False,920348,ITA1
27677,27689,80287,ITA3,2013,s,Ascoli Calcio 1898,Italy,left,110931,Marco Fossati,20,Italy,midfielder,AC Milan,Italy,0.0,2000000.0,False,True,True,False,747692,ITA1
27772,27784,80433,ITA3,2013,w,ASG Nocerina,Italy,left,201245,Alex Pontons,19,Bolivia,striker,AC Milan,Italy,0.0,NF,False,True,True,False,927621,ITA1
3728,3730,6790,ENG1,2014,s,Chelsea FC,England,left,147034,Marco van Ginkel,21,Netherlands,midfielder,AC Milan,Italy,1000000.0,9000000.0,False,True,False,False,1122198,ITA1
3743,3745,6805,ENG1,2014,s,Chelsea FC,England,left,7767,Fernando Torres,30,Spain,striker,AC Milan,Italy,0.0,7000000.0,False,True,False,False,1120881,ITA1
4240,4243,7369,ENG1,2014,s,West Ham United,England,left,22203,Antonio Nocerino,29,Italy,midfielder,AC Milan,Italy,0.0,4500000.0,False,True,True,False,1007264,ITA1
