,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,league_team1,season,window,team1,country_team1,dir,player_id,player_name,player_age,player_nation,player_pos,team2,country_team2,transfer_value,market_value,is_free,is_loan,is_loan_end,is_retired,transfer_id,league_team2
2289,2943,2944,3221,ENG1,2010,s,Manchester City,England,left,15511,Robinho,26,Brazil,striker,AC Milan,Italy,21000000,28000000,False,False,False,False,474643,ITA1
11083,13875,13882,15228,SPA1,2010,s,FC Barcelona,Spain,left,3455,Zlatan Ibrahimovic,28,Sweden,striker,AC Milan,Italy,6000000,46000000,False,True,False,False,473616,ITA1
11100,13897,13904,15253,SPA1,2010,w,RCD Espanyol Barcelona,Spain,left,67090,Dídac Vilà,21,Spain,defender,AC Milan,Italy,4000000,800000,False,False,False,False,532877,ITA1
18496,22990,22997,26148,ITA1,2010,s,UC Sampdoria,Italy,left,19136,Marco Storari,33,Italy,goalkeeper,AC Milan,Italy,0,1500000,False,True,True,False,379178,ITA1
18580,23090,23097,26259,ITA1,2010,s,Chievo Verona,Italy,left,5507,Mario Yepes,34,Colombia,defender,AC Milan,Italy,0,2000000,True,False,False,False,407804,ITA1
18592,23126,23133,26296,ITA1,2010,s,Chievo Verona,Italy,left,52337,Michal Miskiewicz,21,Poland,goalkeeper,AC Milan,Italy,0,100000,False,True,True,False,316203,ITA1
18631,23165,23172,26349,ITA1,2010,s,Genoa CFC,Italy,left,68306,Alberto Paloschi,20,Italy,striker,AC Milan,Italy,5000000,5000000,False,False,False,False,580632,ITA1
18632,23166,23173,26350,ITA1,2010,s,Genoa CFC,Italy,left,34322,Sokratis Papastathopoulos,22,Greece,defender,AC Milan,Italy,4500000,5000000,False,False,False,False,454358,ITA1
18633,23167,23174,26351,ITA1,2010,s,Genoa CFC,Italy,left,16922,Kevin-Prince Boateng,23,Ghana,midfielder,AC Milan,Italy,3000000,6000000,False,True,False,False,467628,ITA1
18634,23168,23175,26352,ITA1,2010,s,FC Inter,Italy,left,45576,Attila Filkor,22,Hungary,midfielder,AC Milan,Italy,1000000,500000,False,False,False,False,450769,ITA1
18635,23169,23176,26353,ITA1,2010,s,FC Inter,Italy,left,47873,Cristian Daminuta,20,Romania,midfielder,AC Milan,Italy,1000000,200000,False,False,False,False,450770,ITA1
18636,23170,23177,26355,ITA1,2010,s,Genoa CFC,Italy,left,88712,Rodney Strasser,20,Sierra Leone,midfielder,AC Milan,Italy,0,150000,False,True,False,False,2233583,ITA1
18637,23171,23178,26356,URU,2010,s,Atletico River Plate Montevideo,Uruguay,left,74257,Bruno Montelongo,22,Uruguay,midfielder,AC Milan,Italy,0,600000,False,False,False,False,473078,ITA1
18638,23173,23180,26358,ITA1,2010,s,Genoa CFC,Italy,left,16810,Marco Amelia,28,Italy,goalkeeper,AC Milan,Italy,0,9000000,False,True,False,False,435879,ITA1
18937,23494,23502,26762,ITA1,2010,w,UC Sampdoria,Italy,left,5962,Antonio Cassano,28,Italy,striker,AC Milan,Italy,3300000,18500000,False,False,False,False,514341,ITA1
18938,23495,23503,26763,NET1,2010,w,Ajax Amsterdam,Netherlands,left,20586,Urby Emanuelson,24,Netherlands,midfielder,AC Milan,Italy,2500000,8000000,False,False,False,False,530472,ITA1
18939,23496,23504,26764,GER1,2010,w,Bayern Munich,Germany,left,3515,Mark van Bommel,33,Netherlands,midfielder,AC Milan,Italy,0,6500000,True,False,False,False,531365,ITA1
18940,23497,23505,26765,ITA1,2010,w,Juventus FC,Italy,left,5925,Nicola Legrottaglie,34,Italy,defender,AC Milan,Italy,0,1200000,True,False,False,False,534218,ITA1
28845,38020,38029,44460,ITA2,2010,s,Calcio Padova,Italy,left,54906,Matteo Darmian,20,Italy,defender,AC Milan,Italy,0,500000,False,True,True,False,320603,ITA1
28856,38143,38152,44608,ITA2,2010,s,Varese 1910,Italy,left,88699,Wilfred Osuji,19,Nigeria,midfielder,AC Milan,Italy,0,250000,False,True,True,False,360663,ITA1
28857,38144,38153,44609,ITA2,2010,s,Varese 1910,Italy,left,56634,Kingsley Umunegbu,20,Nigeria,striker,AC Milan,Italy,0,50000,False,True,True,False,341274,ITA1
28903,38467,38476,45014,ITA2,2010,s,AS Livorno,Italy,left,52136,Davide Di Gennaro,22,Italy,midfielder,AC Milan,Italy,0,2200000,False,True,True,False,385234,ITA1
28938,38719,38728,45408,ITA2,2010,s,FC Crotone,Italy,left,44365,Digão,24,Brazil,defender,AC Milan,Italy,0,350000,False,True,True,False,386560,ITA1
28958,38853,38862,45581,ITA2,2010,w,Reggina Calcio,Italy,left,85563,Dominic Adiyiah,21,Ghana,striker,AC Milan,Italy,0,700000,False,True,True,False,472296,ITA1
30888,51916,51929,63256,ITA3,2010,s,AS Gubbio 1910,Italy,left,56618,Matteo Bruscagin,20,Italy,defender,AC Milan,Italy,0,0,False,True,True,False,341271,ITA1
30898,51980,51993,63346,ITA3,2010,s,AC Monza Brianza,Italy,left,127774,Harmony Ikande,19,Nigeria,midfielder,AC Milan,Italy,0,50000,False,True,True,False,384418,ITA1
30912,52098,52111,63515,ITA3,2010,s,Calcio Como,Italy,left,45113,Patrick Kalambay,26,Italy,midfielder,AC Milan,Italy,0,50000,False,True,True,False,382775,ITA1
30919,52196,52209,63665,ITA3,2010,w,AC Monza Brianza,Italy,left,54896,William-Fils Aubameyang,23,Gabon,defender,AC Milan,Italy,0,500000,False,True,True,False,531829,ITA1
31867,62130,62144,77806,ITA3,2010,w,AS Lucchese Libertas,Italy,left,130357,Andrea Schenetti,19,Italy,midfielder,AC Milan,Italy,0,50000,False,True,True,False,456131,ITA1
38913,77624,77645,99202,FRA1,2010,s,LOSC Lille,France,left,58864,Pierre-Emerick Aubameyang,21,Gabon,striker,AC Milan,Italy,0,1700000,False,True,True,False,295217,ITA1
39115,77916,77937,99574,FRA1,2010,w,AS Monaco,France,left,58864,Pierre-Emerick Aubameyang,21,Gabon,striker,AC Milan,Italy,0,1700000,False,True,True,False,444341,ITA1
2770,3548,3550,3868,ENG1,2011,s,Queens Park Rangers,England,left,28922,Taye Taiwo,27,Nigeria,defender,AC Milan,Italy,0,6500000,False,True,True,False,676696,ITA1
3097,3948,3950,4323,ENG1,2011,s,Liverpool FC,England,left,5957,Alberto Aquilani,27,Italy,midfielder,AC Milan,Italy,0,14000000,False,True,False,False,627579,ITA1
11415,14257,14264,15665,SPA1,2011,s,FC Barcelona,Spain,left,3455,Zlatan Ibrahimovic,29,Sweden,striker,AC Milan,Italy,24000000,35000000,False,False,False,False,583543,ITA1
11564,14432,14439,15888,SPA1,2011,w,Getafe CF,Spain,left,56841,Michelangelo Albertazzi,20,Italy,defender,AC Milan,Italy,0,400000,False,True,True,False,696914,ITA1
19323,23990,23998,27309,ITA1,2011,s,AC Siena,Italy,left,5986,Ferdinando Coppola,33,Italy,goalkeeper,AC Milan,Italy,0,450000,False,True,True,False,439435,ITA1
19351,24025,24033,27346,ITA1,2011,s,Bologna FC 1909,Italy,left,74257,Bruno Montelongo,23,Uruguay,midfielder,AC Milan,Italy,0,600000,False,True,True,False,532032,ITA1
19415,24127,24135,27454,ITA1,2011,s,Genoa CFC,Italy,left,94529,Stephan El Shaarawy,18,Italy,striker,AC Milan,Italy,20300000,7000000,False,False,False,False,590219,ITA1
19416,24128,24136,27455,ITA1,2011,s,Genoa CFC,Italy,left,16922,Kevin-Prince Boateng,24,Ghana,midfielder,AC Milan,Italy,10500000,15000000,False,False,False,False,572326,ITA1
19417,24129,24137,27456,ITA1,2011,s,Genoa CFC,Italy,left,16810,Marco Amelia,29,Italy,goalkeeper,AC Milan,Italy,3500000,3500000,False,False,False,False,580625,ITA1
19418,24130,24138,27457,ITA1,2011,s,Genoa CFC,Italy,left,88712,Rodney Strasser,21,Sierra Leone,midfielder,AC Milan,Italy,2250000,2500000,False,False,False,False,2233585,ITA1
19419,24131,24139,27458,ITA1,2011,s,Genoa CFC,Italy,left,137428,Matteo Chinellato,19,Italy,striker,AC Milan,Italy,1750000,75000,False,False,False,False,732287,ITA1
19420,24132,24140,27459,ITA1,2011,s,Palermo,Italy,left,22203,Antonio Nocerino,26,Italy,midfielder,AC Milan,Italy,500000,9000000,False,False,False,False,630033,ITA1
19421,24133,24141,27460,POR2,2011,s,CF Os Belenenses,Portugal,left,99189,Pelé,19,Guinea-Bissau,midfielder,AC Milan,Italy,300000,0,False,False,False,False,629509,ITA1
19422,24134,24142,27461,FRA1,2011,s,Olympique Marseille,France,left,28922,Taye Taiwo,26,Nigeria,defender,AC Milan,Italy,0,8500000,True,False,False,False,570741,ITA1
19423,24135,24143,27462,ITA1,2011,s,AS Roma,Italy,left,5422,Philippe Mexès,29,France,defender,AC Milan,Italy,0,10000000,True,False,False,False,564917,ITA1
19424,24136,24144,27463,ITA1,2011,s,Genoa CFC,Italy,left,100176,Gianmarco Zigoni,20,Italy,striker,AC Milan,Italy,0,400000,False,False,False,False,583855,ITA1
19425,24137,24145,27464,ITA2,2011,s,UC AlbinoLeffe,Italy,left,167741,Mattia Valoti,17,Italy,midfielder,AC Milan,Italy,0,300000,False,False,False,False,527092,ITA1
19426,24139,24147,27467,ITAJ,2011,s,Milan Primavera,Italy,left,52150,Mitja Novinic,20,Slovenia,midfielder,AC Milan,Italy,0,100000,False,False,False,False,989499,ITA1
19767,24520,24528,27975,ITA1,2011,s,AS Roma,Italy,left,5825,Marco Borriello,29,Italy,striker,AC Milan,Italy,0,13000000,False,True,True,False,474663,ITA1
19788,24556,24564,28014,ITA1,2011,w,Calcio Catania,Italy,left,26263,Maxi López,27,Argentina,striker,AC Milan,Italy,1500000,5500000,False,True,False,False,678584,ITA1
19831,24617,24625,28082,ITA1,2011,w,US Lecce,Italy,left,17735,Djamel Mesbah,27,Algeria,defender,AC Milan,Italy,550000,1000000,False,False,False,False,673693,ITA1
19837,24623,24631,28088,ITA1,2011,w,US Lecce,Italy,left,88712,Rodney Strasser,21,Sierra Leone,midfielder,AC Milan,Italy,0,2500000,False,True,True,False,606640,ITA1
19844,24636,24644,28103,ITA1,2011,w,Genoa CFC,Italy,left,86926,Alexander Merkel,19,Kazakhstan,midfielder,AC Milan,Italy,0,3500000,False,True,False,False,673118,ITA1
19845,24637,24645,28104,ITA1,2011,w,FC Inter,Italy,left,17129,Sulley Muntari,27,Ghana,midfielder,AC Milan,Italy,0,5000000,False,True,False,False,680675,ITA1
19846,24638,24646,28105,SWI,2011,w,FC Chiasso,Switzerland,left,56634,Kingsley Umunegbu,22,Nigeria,striker,AC Milan,Italy,0,50000,False,False,False,False,680708,ITA1
29010,39287,39296,46190,ITA2,2011,s,Calcio Padova,Italy,left,52136,Davide Di Gennaro,23,Italy,midfielder,AC Milan,Italy,0,1500000,False,True,True,False,450263,ITA1
30926,52266,52279,63767,ITA3,2011,s,US Foggia,Italy,left,88706,Simone Romagnoli,21,Italy,defender,AC Milan,Italy,0,175000,False,True,True,False,454292,ITA1
30942,52376,52389,63926,ITA3,2011,s,FC Pavia 1911,Italy,left,88696,Luca Meregalli,19,Italy,defender,AC Milan,Italy,0,50000,False,True,True,False,536294,ITA1
31875,62214,62228,77928,ITA3,2011,s,Calcio Portogruaro-Summaga,Italy,left,88709,Luca Scapuzzi,20,Italy,striker,AC Milan,Italy,0,100000,False,True,True,False,489455,ITA1
31886,62380,62394,78185,ITA3,2011,s,Piacenza FC,Italy,left,88685,Antonio Donnarumma,20,Italy,goalkeeper,AC Milan,Italy,0,100000,False,True,True,False,453790,ITA1
31902,62459,62473,78307,ITA3,2011,s,US Triestina,Italy,left,45576,Attila Filkor,22,Hungary,midfielder,AC Milan,Italy,0,500000,False,True,True,False,467416,ITA1
31909,62546,62560,78455,ITA3,2011,s,AC Prato,Italy,left,130357,Andrea Schenetti,20,Italy,midfielder,AC Milan,Italy,0,50000,False,True,True,False,534370,ITA1
39483,78372,78393,100140,FRA1,2011,w,AS Saint-Étienne,France,left,58864,Pierre-Emerick Aubameyang,22,Gabon,striker,AC Milan,Italy,0,4000000,False,True,True,False,534607,ITA1
52877,96693,96722,122730,NET1,2011,s,Twente Enschede FC,Netherlands,left,12517,Oguchi Onyewu,29,United States,defender,AC Milan,Italy,0,5000000,False,True,True,False,521963,ITA1
3619,4596,4598,5010,ENG1,2012,s,Manchester City,England,left,4672,Nigel de Jong,27,Netherlands,midfielder,AC Milan,Italy,3500000,13000000,False,False,False,False,777749,ITA1
3977,5021,5023,5475,ENG1,2012,w,Manchester City,England,left,45146,Mario Balotelli,22,Italy,striker,AC Milan,Italy,20000000,24000000,False,False,False,False,830778,ITA1
11822,14727,14734,16219,SPA1,2012,s,RCD Espanyol Barcelona,Spain,left,67090,Dídac Vilà,23,Spain,defender,AC Milan,Italy,0,3500000,False,True,True,False,581566,ITA1
19987,24802,24811,28313,ITA1,2012,s,FC Inter,Italy,left,19447,Giampaolo Pazzini,28,Italy,striker,AC Milan,Italy,12500000,14500000,False,False,False,False,772801,ITA1
19988,24803,24812,28314,ITA1,2012,s,Chievo Verona,Italy,left,131075,Francesco Acerbi,24,Italy,defender,AC Milan,Italy,4000000,4500000,False,False,False,False,733216,ITA1
19989,24804,24813,28316,FRA2,2012,s,SM Caen,France,left,157501,M'Baye Niang,17,Senegal,striker,AC Milan,Italy,3300000,1750000,False,False,False,False,775735,ITA1
19990,24805,24814,28317,BRA,2012,s,Cruzeiro Esporte Clube U20,Brazil,left,79242,Gabriel,19,Brazil,goalkeeper,AC Milan,Italy,1170000,350000,False,False,False,False,719202,ITA1
19991,24806,24815,28318,SPA2,2012,s,Villarreal CF,Spain,left,34344,Cristián Zapata,25,Colombia,defender,AC Milan,Italy,400000,7000000,False,True,False,False,765212,ITA1
19992,24807,24816,28319,ITA1,2012,s,AS Roma,Italy,left,44675,Bojan Krkic,22,Spain,striker,AC Milan,Italy,250000,8000000,False,True,False,False,776767,ITA1
19993,24808,24817,28320,ITA1,2012,s,FC Inter,Italy,left,17129,Sulley Muntari,27,Ghana,midfielder,AC Milan,Italy,0,5000000,True,False,False,False,680677,ITA1
19994,24809,24818,28321,FRA1,2012,s,AS Nancy-Lorraine,France,left,45168,Bakaye Traoré,27,Mali,midfielder,AC Milan,Italy,0,3000000,True,False,False,False,715589,ITA1
19995,24810,24819,28322,ITA1,2012,s,ACF Fiorentina,Italy,left,19446,Riccardo Montolivo,27,Italy,midfielder,AC Milan,Italy,0,13000000,True,False,False,False,716549,ITA1
19996,24811,24820,28323,ITA1,2012,s,ACF Fiorentina,Italy,left,54055,Edoardo Pazzagli,23,Italy,goalkeeper,AC Milan,Italy,0,75000,True,False,False,False,741474,ITA1
19997,24812,24821,28324,ITA1,2012,s,Genoa CFC,Italy,left,43760,Kévin Constant,25,Guinea,midfielder,AC Milan,Italy,0,5000000,False,True,False,False,733214,ITA1
19998,24813,24822,28325,ITAJ,2012,s,Milan Primavera,Italy,left,73858,Adrià Carmona,20,Spain,striker,AC Milan,Italy,0,300000,False,False,False,False,774533,ITA1
20608,25572,25581,29222,ITA1,2012,s,Torino FC,Italy,left,130354,Nnamdi Oduamadi,21,Nigeria,striker,AC Milan,Italy,0,700000,False,True,True,False,593779,ITA1
20613,25577,25586,29227,ITA1,2012,s,Torino FC,Italy,left,5986,Ferdinando Coppola,34,Italy,goalkeeper,AC Milan,Italy,0,50000,False,True,True,False,594544,ITA1
20665,25633,25642,29292,ITA1,2012,w,Genoa CFC,Italy,left,43760,Kévin Constant,25,Guinea,midfielder,AC Milan,Italy,8000000,5000000,False,False,False,False,829255,ITA1
20666,25634,25643,29293,ITA2,2012,w,Brescia Calcio,Italy,left,71019,Bartosz Salamon,21,Poland,defender,AC Milan,Italy,3500000,2800000,False,False,False,False,832019,ITA1
20667,25635,25644,29294,ITA1,2012,w,Parma,Italy,left,5993,Cristian Zaccardo,31,Italy,defender,AC Milan,Italy,3000000,3000000,False,False,False,False,827770,ITA1
20668,25636,25645,29295,ITA4,2012,w,SS Milazzo,Italy,left,160835,Umberto Previti,22,Italy,goalkeeper,AC Milan,Italy,0,50000,False,False,False,False,824308,ITA1
29124,40012,40022,47217,ITA2,2012,s,SS Virtus Lanciano,Italy,left,52150,Mitja Novinic,21,Slovenia,midfielder,AC Milan,Italy,0,75000,False,True,True,False,613362,ITA1
29131,40054,40064,47275,ITA2,2012,s,Varese 1910,Italy,left,56841,Michelangelo Albertazzi,21,Italy,defender,AC Milan,Italy,0,350000,False,True,True,False,680755,ITA1
29188,40401,40411,47747,ITA2,2012,s,Modena FC,Italy,left,52136,Davide Di Gennaro,24,Italy,midfielder,AC Milan,Italy,0,1700000,False,True,True,False,602808,ITA1
29243,40719,40729,48191,ITA2,2012,w,AS Bari,Italy,left,45576,Attila Filkor,24,Hungary,midfielder,AC Milan,Italy,0,300000,False,True,True,False,775729,ITA1
29265,40802,40812,48316,ITA2,2012,w,FC Pro Vercelli 1892,Italy,left,199252,Alessio Innocenti,19,Argentina,midfielder,AC Milan,Italy,0,250000,False,True,True,False,752345,ITA1
29266,40803,40813,48317,ITA2,2012,w,FC Pro Vercelli 1892,Italy,left,100176,Gianmarco Zigoni,21,Italy,striker,AC Milan,Italy,0,350000,False,True,True,False,749192,ITA1
31007,53085,53098,64919,ITA3,2012,s,FC Südtirol-Alto Adige,Italy,left,52337,Michal Miskiewicz,23,Poland,goalkeeper,AC Milan,Italy,0,50000,False,True,True,False,615734,ITA1
31008,53086,53099,64920,ITA3,2012,s,FC Südtirol-Alto Adige,Italy,left,137428,Matteo Chinellato,20,Italy,striker,AC Milan,Italy,0,75000,False,True,True,False,613566,ITA1
31009,53087,53100,64921,ITA3,2012,s,FC Südtirol-Alto Adige,Italy,left,130357,Andrea Schenetti,21,Italy,midfielder,AC Milan,Italy,0,250000,False,True,True,False,608344,ITA1
31012,53090,53103,64924,ITA3,2012,s,FC Südtirol-Alto Adige,Italy,left,131779,Luca Santonocito,21,Italy,midfielder,AC Milan,Italy,0,75000,False,True,True,False,603274,ITA1
31020,53128,53141,64984,ITA3,2012,s,US Lecce,Italy,left,5837,Massimo Oddo,36,Italy,defender,AC Milan,Italy,0,250000,False,True,True,False,629648,ITA1
31040,53362,53375,65294,ITA3,2012,s,Calcio Como,Italy,left,56621,Marcus Diniz,24,Brazil,defender,AC Milan,Italy,0,600000,False,True,True,False,629076,ITA1
31970,63056,63070,79277,ITA3,2012,s,AS Avellino 1912,Italy,left,100176,Gianmarco Zigoni,21,Italy,striker,AC Milan,Italy,0,350000,False,True,True,False,629763,ITA1
31980,63111,63125,79355,ITA3,2012,s,US Latina Calcio,Italy,left,110931,Marco Fossati,19,Italy,midfielder,AC Milan,Italy,0,800000,False,True,True,False,628917,ITA1
31991,63200,63214,79515,ITA3,2012,w,Sorrento Calcio,Italy,left,130357,Andrea Schenetti,21,Italy,midfielder,AC Milan,Italy,0,250000,False,True,True,False,832241,ITA1
4421,5559,5562,6038,ENG1,2013,s,Fulham FC,England,left,20586,Urby Emanuelson,27,Netherlands,midfielder,AC Milan,Italy,0,8800000,False,True,True,False,831770,ITA1
4648,5824,5827,6337,ENG1,2013,w,Chelsea FC,England,left,5588,Michael Essien,31,Ghana,midfielder,AC Milan,Italy,500000,7500000,False,False,False,False,1006471,ITA1
12134,15106,15113,16677,SPA1,2013,s,Villarreal CF,Spain,left,34344,Cristián Zapata,26,Colombia,defender,AC Milan,Italy,10000000,6000000,False,False,False,False,873923,ITA1
12401,15408,15415,17044,SPA1,2013,s,Real Madrid,Spain,left,3366,Kaká,31,Brazil,midfielder,AC Milan,Italy,0,400000,True,False,False,False,942566,ITA1
12513,15537,15544,17191,SPA1,2013,w,Valencia CF,Spain,left,51118,Adil Rami,28,France,defender,AC Milan,Italy,400000,8000000,False,True,False,False,961935,ITA1
20884,25903,25912,29632,ITA1,2013,s,Juventus FC,Italy,left,40660,Alessandro Matri,29,Italy,striker,AC Milan,Italy,11000000,11000000,False,False,False,False,940553,ITA1
21087,26115,26124,29864,ITA1,2013,s,UC Sampdoria,Italy,left,44834,Andrea Poli,23,Italy,midfielder,AC Milan,Italy,6000000,8000000,False,False,False,False,903412,ITA1
21190,26295,26304,30060,ITA2,2013,s,Empoli FC,Italy,left,88909,Riccardo Saponara,21,Italy,midfielder,AC Milan,Italy,4800000,7000000,False,False,False,False,826305,ITA1
21191,26296,26305,30061,ITA1,2013,s,Genoa CFC,Italy,left,91241,Giacomo Beretta,21,Italy,striker,AC Milan,Italy,4000000,350000,False,False,False,False,889334,ITA1
21192,26297,26306,30062,ITA1,2013,s,Genoa CFC,Italy,left,26105,Valter Birsa,27,Slovenia,midfielder,AC Milan,Italy,3000000,1500000,False,False,False,False,941548,ITA1
21193,26298,26307,30063,COL,2013,s,Deportes Quindío,Colombia,left,262972,Jherson Vergara,19,Colombia,defender,AC Milan,Italy,2430000,2000000,False,False,False,False,867569,ITA1
21194,26299,26308,30064,ITA1,2013,s,FC Inter,Italy,left,20003,Matías Silvestre,28,Argentina,defender,AC Milan,Italy,1000000,6000000,False,True,False,False,922299,ITA1
21195,26300,26309,30065,ITA1,2013,s,Torino FC,Italy,left,5986,Ferdinando Coppola,35,Italy,goalkeeper,AC Milan,Italy,0,100000,True,False,False,False,897485,ITA1
21196,26301,26310,30067,ITAJ,2013,s,Milan Primavera,Italy,left,199258,Andrea Petagna,18,Italy,striker,AC Milan,Italy,0,250000,False,False,False,False,903411,ITA1
21377,26508,26517,30322,ITA1,2013,s,Hellas Verona,Italy,left,56841,Michelangelo Albertazzi,22,Italy,defender,AC Milan,Italy,0,300000,False,True,True,False,760790,ITA1
21667,26826,26835,30677,ITA1,2013,s,Parma,Italy,left,88712,Rodney Strasser,23,Sierra Leone,midfielder,AC Milan,Italy,0,1200000,False,True,True,False,827772,ITA1
21726,26891,26900,30783,RUS,2013,w,CSKA Moscow,Russia,left,66521,Keisuke Honda,27,Japan,midfielder,AC Milan,Italy,0,20000000,True,False,False,False,968196,ITA1
21727,26892,26901,30784,ENG2,2013,w,Queens Park Rangers,England,left,45287,Adel Taarabt,24,Morocco,midfielder,AC Milan,Italy,0,9000000,False,True,False,False,1011382,ITA1
21773,26977,26986,30873,ITA1,2013,w,UC Sampdoria,Italy,left,199258,Andrea Petagna,18,Italy,striker,AC Milan,Italy,0,250000,False,True,True,False,942763,ITA1
29295,40985,40995,48555,ITA2,2013,s,SS Virtus Lanciano,Italy,left,120772,Edmund Hottor,20,Ghana,midfielder,AC Milan,Italy,0,150000,False,True,True,False,752635,ITA1
29297,41022,41032,48604,ITA2,2013,s,Varese 1910,Italy,left,130354,Nnamdi Oduamadi,22,Nigeria,striker,AC Milan,Italy,0,800000,False,True,True,False,751515,ITA1
29348,41307,41317,48989,ITA2,2013,s,AS Avellino 1912,Italy,left,100176,Gianmarco Zigoni,22,Italy,striker,AC Milan,Italy,0,350000,False,True,True,False,826876,ITA1
29378,41511,41521,49264,ITA2,2013,s,Reggina Calcio,Italy,left,130324,Gianmario Comi,21,Italy,striker,AC Milan,Italy,0,900000,False,True,True,False,742120,ITA1
29379,41513,41523,49266,ITA2,2013,s,Reggina Calcio,Italy,left,176140,Rodrigo Ely,19,Brazil,defender,AC Milan,Italy,0,600000,False,True,True,False,756208,ITA1
29441,41793,41803,49681,ITA2,2013,w,Spezia Calcio,Italy,left,242724,Ezekiel Henty,20,Nigeria,striker,AC Milan,Italy,0,100000,False,True,True,False,906331,ITA1
29443,41798,41808,49688,ITA2,2013,w,Brescia Calcio,Italy,left,130354,Nnamdi Oduamadi,23,Nigeria,striker,AC Milan,Italy,0,600000,False,True,True,False,918298,ITA1
31053,53518,53531,65536,ITA3,2013,s,Calcio Como,Italy,left,88701,Filippo Perucchini,21,Italy,goalkeeper,AC Milan,Italy,0,125000,False,True,True,False,757837,ITA1
31054,53519,53532,65538,ITA3,2013,s,Calcio Como,Italy,left,130357,Andrea Schenetti,22,Italy,midfielder,AC Milan,Italy,0,225000,False,True,True,False,933416,ITA1
31086,53775,53788,65904,ITA3,2013,s,FC Pavia 1911,Italy,left,160835,Umberto Previti,23,Italy,goalkeeper,AC Milan,Italy,0,50000,False,True,True,False,824934,ITA1
31101,53940,53953,66139,ITA3,2013,s,FC Pro Vercelli 1892,Italy,left,45576,Attila Filkor,24,Hungary,midfielder,AC Milan,Italy,0,300000,False,True,True,False,824295,ITA1
31119,54023,54036,66263,ITA3,2013,w,FC Südtirol-Alto Adige,Italy,left,199252,Alessio Innocenti,20,Argentina,midfielder,AC Milan,Italy,0,250000,False,True,True,False,917937,ITA1
31121,54054,54067,66307,ITA3,2013,w,AC Lumezzane,Italy,left,160334,Simone Ganz,20,Italy,striker,AC Milan,Italy,0,600000,False,True,True,False,920348,ITA1
32048,63676,63692,80287,ITA3,2013,s,Ascoli Calcio 1898,Italy,left,110931,Marco Fossati,20,Italy,midfielder,AC Milan,Italy,0,2000000,False,True,True,False,747692,ITA1
5007,6261,6264,6790,ENG1,2014,s,Chelsea FC,England,left,147034,Marco van Ginkel,21,Netherlands,midfielder,AC Milan,Italy,1000000,9000000,False,True,False,False,1122198,ITA1
5018,6276,6279,6805,ENG1,2014,s,Chelsea FC,England,left,7767,Fernando Torres,30,Spain,striker,AC Milan,Italy,0,7000000,False,True,False,False,1120881,ITA1
5452,6773,6777,7369,ENG1,2014,s,West Ham United,England,left,22203,Antonio Nocerino,29,Italy,midfielder,AC Milan,Italy,0,4500000,False,True,True,False,1007264,ITA1
5512,6841,6845,7438,ENG1,2014,w,Chelsea FC,England,left,7767,Fernando Torres,30,Spain,striker,AC Milan,Italy,1000000,7000000,False,False,False,False,1164779,ITA1
5603,6953,6957,7552,ENG1,2014,w,Liverpool FC,England,left,111961,Suso,21,Spain,striker,AC Milan,Italy,1300000,6000000,False,False,False,False,1168570,ITA1
12605,15649,15656,17325,SPA1,2014,s,Real Madrid,Spain,left,34370,Diego López,32,Spain,goalkeeper,AC Milan,Italy,0,8000000,True,False,False,False,1109841,ITA1
12700,15760,15767,17461,SPA1,2014,s,Valencia CF,Spain,left,51118,Adil Rami,28,France,defender,AC Milan,Italy,4250000,8000000,False,False,False,False,1084436,ITA1
12973,16069,16076,17845,SPA1,2014,w,Atlético de Madrid,Spain,left,21748,Alessio Cerci,27,Italy,striker,AC Milan,Italy,0,18000000,False,True,False,False,1167736,ITA1
21973,27202,27211,31157,ITA1,2014,s,Atalanta BC,Italy,left,57280,Giacomo Bonaventura,25,Italy,midfielder,AC Milan,Italy,5300000,10000000,False,False,False,False,1123202,ITA1
22145,27416,27425,31380,ITA1,2014,s,Chievo Verona,Italy,left,28862,Michael Agazzi,29,Italy,goalkeeper,AC Milan,Italy,0,7000000,True,False,False,False,1064088,ITA1
22188,27488,27497,31460,ITA1,2014,s,ACF Fiorentina,Italy,left,40660,Alessandro Matri,29,Italy,striker,AC Milan,Italy,0,11000000,False,True,True,False,1000356,ITA1
22263,27567,27576,31555,ITA1,2014,s,Hellas Verona,Italy,left,56841,Michelangelo Albertazzi,23,Italy,defender,AC Milan,Italy,550000,400000,False,False,False,False,1073586,ITA1
22401,27741,27750,31766,ITA1,2014,s,Udinese Calcio,Italy,left,73786,Pablo Armero,27,Colombia,defender,AC Milan,Italy,500000,8000000,False,True,False,False,1110976,ITA1
22402,27742,27751,31769,FRA1,2014,s,Paris Saint-Germain,France,left,16993,Jérémy Ménez,27,France,striker,AC Milan,Italy,0,14000000,True,False,False,False,1069001,ITA1
22403,27743,27752,31770,FRA1,2014,s,Paris Saint-Germain,France,left,15420,Alex,32,Brazil,defender,AC Milan,Italy,0,5500000,True,False,False,False,1067180,ITA1
22404,27744,27753,31772,ITAJ,2014,s,Milan Primavera,Italy,left,198613,Stefan Simic,19,Czech Republic,defender,AC Milan,Italy,0,100000,False,False,False,False,2233875,ITA1
