,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,league_team1,season,window,team1,country_team1,dir,player_id,player_name,player_age,player_nation,player_pos,team2,country_team2,transfer_value,market_value,is_free,is_loan,is_loan_end,is_retired,transfer_id,league_team2
19744,24493,24501,27933,ITA1,2011,s,FC Inter,Italy,left,21822,Houssine Kharja,28,Morocco,midfielder,Genoa CFC,Italy,0,3700000,False,True,True,False,533310,ITA1
19776,24541,24549,27997,ITA1,2011,w,Novara Calcio 1908,Italy,left,28936,Riccardo Meggiorini,26,Italy,striker,Genoa CFC,Italy,0,2500000,False,True,True,False,598489,ITA1
19816,24587,24595,28049,ITA1,2011,w,Cagliari Calcio,Italy,left,22186,Davide Biondini,28,Italy,midfielder,Genoa CFC,Italy,500000,4600000,False,False,False,False,671314,ITA1
19871,24663,24671,28137,ITA1,2011,w,Palermo,Italy,left,5946,Cesare Bovo,28,Italy,defender,Genoa CFC,Italy,1300000,6500000,False,False,False,False,671636,ITA1
19875,24672,24680,28150,ITA1,2011,w,ACF Fiorentina,Italy,left,5878,Alberto Gilardino,29,Italy,striker,Genoa CFC,Italy,8000000,16000000,False,False,False,False,665280,ITA1
19896,24695,24704,28181,ITA1,2011,w,SS Lazio,Italy,left,6046,Giuseppe Sculli,30,Italy,striker,Genoa CFC,Italy,0,4500000,False,True,False,False,673859,ITA1
19900,24699,24708,28191,POR1,2011,w,FC Porto,Portugal,left,26460,Fernando Belluschi,28,Argentina,midfielder,Genoa CFC,Italy,0,8800000,False,True,False,False,680031,ITA1
19901,24700,24709,28192,BRA,2011,w,Tombense Futebol Clube (MG),Brazil,left,112962,Roger Carvalho,25,Brazil,defender,Genoa CFC,Italy,0,500000,False,True,False,False,680710,ITA1
28979,39050,39059,45855,ITA2,2011,s,Torino FC,Italy,left,77603,Dejan Lazarevic,21,Slovenia,striker,Genoa CFC,Italy,0,600000,False,True,True,False,448674,ITA1
29008,39270,39279,46152,ITA2,2011,s,US Grosseto FC,Italy,left,62415,Panagiotis Tachtsidis,20,Greece,midfielder,Genoa CFC,Italy,0,350000,False,True,True,False,534868,ITA1
29014,39291,39300,46194,ITA2,2011,s,Calcio Padova,Italy,left,94529,Stephan El Shaarawy,18,Italy,striker,Genoa CFC,Italy,0,7000000,False,True,True,False,438276,ITA1
29017,39310,39319,46223,ITA2,2011,s,AS Gubbio 1910,Italy,left,149525,Antonio Caracciolo,21,Italy,defender,Genoa CFC,Italy,0,300000,False,True,True,False,511255,ITA1
29018,39311,39320,46224,ITA2,2011,s,AS Gubbio 1910,Italy,left,85240,Eugenio Lamanna,21,Italy,goalkeeper,Genoa CFC,Italy,0,400000,False,True,True,False,484956,ITA1
29035,39483,39492,46454,ITA2,2011,s,Modena FC,Italy,left,44137,Giuseppe Greco,27,Italy,striker,Genoa CFC,Italy,0,750000,False,True,True,False,528911,ITA1
29047,39524,39533,46526,ITA2,2011,s,AS Bari,Italy,left,34374,Gergely Rudolf,26,Hungary,striker,Genoa CFC,Italy,0,2800000,False,True,True,False,524038,ITA1
29051,39562,39572,46579,ITA2,2011,s,Vicenza Calcio,Italy,left,7100,Matteo Paro,28,Italy,midfielder,Genoa CFC,Italy,0,300000,False,True,True,False,466020,ITA1
29059,39582,39592,46614,ITA2,2011,s,FC Crotone,Italy,left,106452,Leonardo Terigi,20,Italy,defender,Genoa CFC,Italy,0,100000,False,True,True,False,438877,ITA1
29070,39627,39637,46685,ITA2,2011,w,Ascoli Calcio 1898,Italy,left,91241,Giacomo Beretta,19,Italy,striker,Genoa CFC,Italy,0,300000,False,True,True,False,604676,ITA1
30935,52352,52365,63886,ITA3,2011,s,AC Reggiana 1919,Italy,left,137428,Matteo Chinellato,19,Italy,striker,Genoa CFC,Italy,0,75000,False,True,True,False,453895,ITA1
31880,62293,62307,78039,ITA3,2011,s,Frosinone Calcio,Italy,left,119261,Selim Ben Djemia,22,Tunisia,defender,Genoa CFC,Italy,0,200000,False,True,True,False,462654,ITA1
31882,62295,62309,78043,ITA3,2011,s,Frosinone Calcio,Italy,left,100176,Gianmarco Zigoni,20,Italy,striker,Genoa CFC,Italy,0,400000,False,True,True,False,533388,ITA1
31890,62384,62398,78189,ITA3,2011,s,Piacenza FC,Italy,left,99327,Isaac Cofie,19,Ghana,midfielder,Genoa CFC,Italy,0,100000,False,True,True,False,518395,ITA1
31898,62415,62429,78236,ITA3,2011,s,US Pergocrema 1932,Italy,left,140105,Luigi Scotto,20,Italy,striker,Genoa CFC,Italy,0,125000,False,True,True,False,464833,ITA1
19960,24770,24779,28280,ITA1,2012,s,Juventus FC,Italy,left,105521,Ciro Immobile,22,Italy,striker,Genoa CFC,Italy,4000000,6500000,False,False,False,False,696367,ITA1
20017,24834,24843,28346,ITA1,2012,s,AC Milan,Italy,left,88685,Antonio Donnarumma,22,Italy,goalkeeper,Genoa CFC,Italy,0,800000,False,False,False,False,777977,ITA1
20028,24847,24856,28360,ITA1,2012,s,AC Milan,Italy,left,86926,Alexander Merkel,20,Kazakhstan,midfielder,Genoa CFC,Italy,0,5000000,False,True,True,False,723231,ITA1
20158,25004,25013,28539,ITA1,2012,s,AS Roma,Italy,left,165894,Giammario Piscitella,19,Italy,striker,Genoa CFC,Italy,1500000,1000000,False,False,False,False,760060,ITA1
20159,25005,25014,28540,ITA1,2012,s,AS Roma,Italy,left,162961,Valerio Verre,18,Italy,midfielder,Genoa CFC,Italy,1500000,1000000,False,False,False,False,760058,ITA1
20161,25007,25016,28542,ITA1,2012,s,AS Roma,Italy,left,99227,Andrea Bertolacci,21,Italy,midfielder,Genoa CFC,Italy,1200000,2500000,False,False,False,False,752626,ITA1
20167,25013,25022,28548,ITA1,2012,s,AS Roma,Italy,left,5825,Marco Borriello,30,Italy,striker,Genoa CFC,Italy,250000,7500000,False,True,False,False,778088,ITA1
20178,25024,25033,28561,ITA1,2012,s,AS Roma,Italy,left,40979,Ahmed Barusso,27,Ghana,midfielder,Genoa CFC,Italy,0,700000,True,False,False,False,740751,ITA1
20325,25188,25197,28742,ITA1,2012,s,Bologna FC 1909,Italy,left,35703,Robert Acquafresca,24,Italy,striker,Genoa CFC,Italy,0,3500000,False,True,True,False,606619,ITA1
20343,25236,25245,28794,ITA1,2012,s,Chievo Verona,Italy,left,5970,Dario Dainelli,33,Italy,defender,Genoa CFC,Italy,0,1000000,False,True,True,False,680894,ITA1
20385,25279,25288,28837,ITA1,2012,s,Calcio Catania,Italy,left,83891,Felipe Seymour,24,Chile,midfielder,Genoa CFC,Italy,0,1500000,False,True,True,False,681037,ITA1
20426,25337,25346,28913,ITA1,2012,s,ACF Fiorentina,Italy,left,30584,Juan Manuel Vargas,28,Peru,defender,Genoa CFC,Italy,0,9000000,False,True,False,False,777892,ITA1
20446,25362,25371,28948,ITA1,2012,s,AC Siena,Italy,left,88683,Mattia Destro,21,Italy,striker,Genoa CFC,Italy,7000000,10000000,False,False,False,False,763752,ITA1
20459,25399,25408,28988,ITA1,2012,s,AC Siena,Italy,left,88683,Mattia Destro,21,Italy,striker,Genoa CFC,Italy,0,10000000,False,True,True,False,760102,ITA1
20470,25414,25423,29006,ITA1,2012,s,Cagliari Calcio,Italy,left,19438,Michele Canini,27,Italy,defender,Genoa CFC,Italy,2500000,3500000,False,False,False,False,748470,ITA1
20500,25446,25455,29046,ITA1,2012,s,Palermo,Italy,left,24284,Alexandros Tzorvas,30,Greece,goalkeeper,Genoa CFC,Italy,0,1000000,True,False,False,False,771521,ITA1
20505,25463,25472,29069,ITA2,2012,s,Calcio Padova,Italy,left,77603,Dejan Lazarevic,22,Slovenia,striker,Genoa CFC,Italy,1500000,1000000,False,False,False,False,734797,ITA1
20506,25464,25473,29071,SWI,2012,s,FC Lugano,Switzerland,left,22188,Massimo Bonanni,30,Italy,midfielder,Genoa CFC,Italy,1450000,400000,False,False,False,False,755545,ITA1
20507,25465,25474,29073,BRA,2012,s,Sociedade Esportiva Palmeiras,Brazil,left,114341,Anselmo,23,Brazil,midfielder,Genoa CFC,Italy,900000,900000,False,False,False,False,745469,ITA1
20508,25466,25475,29074,URU,2012,s,Danubio FC,Uruguay,left,135560,Leonardo Melazzi,21,Uruguay,striker,Genoa CFC,Italy,380000,325000,False,True,False,False,778503,ITA1
20509,25467,25476,29076,ITA1,2012,s,Torino FC,Italy,left,5948,Damiano Ferronetti,27,Italy,defender,Genoa CFC,Italy,0,1000000,True,False,False,False,778087,ITA1
20510,25468,25477,29078,BEL,2012,s,KRC Genk,Belgium,left,15888,Dániel Tőzsér,27,Hungary,midfielder,Genoa CFC,Italy,0,3500000,True,False,False,False,687628,ITA1
20511,25469,25478,29079,ITA2,2012,s,AC Cesena,Italy,left,4793,Steve von Bergen,29,Switzerland,defender,Genoa CFC,Italy,0,1500000,True,False,False,False,691824,ITA1
20512,25470,25479,29081,ITA4,2012,s,Valenzana Mado SSD,Italy,left,129616,Luca Miracoli,20,Italy,striker,Genoa CFC,Italy,0,75000,False,False,False,False,742689,ITA1
20513,25471,25480,29082,ITA2,2012,s,Reggina Calcio,Italy,left,102470,Antonino Ragusa,22,Italy,striker,Genoa CFC,Italy,0,1100000,False,False,False,False,743305,ITA1
20514,25472,25481,29084,ITA2,2012,s,FC Crotone,Italy,left,45568,Giacomo Bindi,25,Italy,goalkeeper,Genoa CFC,Italy,0,450000,False,False,False,False,753089,ITA1
20515,25473,25482,29086,ITAJ,2012,s,Genoa Primavera,Italy,left,172338,Masahudu Alhassan,19,Ghana,defender,Genoa CFC,Italy,0,200000,False,False,False,False,743290,ITA1
20516,25474,25483,29087,ITAJ,2012,s,Genoa Primavera,Italy,left,199795,William Lacerda,20,Brazil,striker,Genoa CFC,Italy,0,75000,False,False,False,False,1139250,ITA1
20670,25638,25647,29297,ITA1,2012,w,AC Milan,Italy,left,131075,Francesco Acerbi,24,Italy,defender,Genoa CFC,Italy,4000000,4500000,False,False,False,False,829254,ITA1
20683,25651,25660,29312,ITA1,2012,w,AC Milan,Italy,left,43760,Kévin Constant,25,Guinea,midfielder,Genoa CFC,Italy,0,5000000,False,True,True,False,733215,ITA1
20698,25666,25675,29327,ITA1,2012,w,Udinese Calcio,Italy,left,16893,Antonio Floro Flores,29,Italy,striker,Genoa CFC,Italy,0,6000000,False,False,False,False,812278,ITA1
20709,25679,25688,29341,ITA1,2012,w,SS Lazio,Italy,left,5974,Matuzalém,32,Brazil,midfielder,Genoa CFC,Italy,0,2000000,False,True,False,False,809098,ITA1
20788,25772,25781,29450,ITA1,2012,w,Chievo Verona,Italy,left,68306,Alberto Paloschi,23,Italy,striker,Genoa CFC,Italy,0,5000000,False,True,True,False,618999,ITA1
20807,25798,25807,29480,ITA1,2012,w,ACF Fiorentina,Italy,left,5768,Rubén Olivera,29,Uruguay,midfielder,Genoa CFC,Italy,300000,1400000,False,True,False,False,824736,ITA1
20810,25802,25811,29484,ITA1,2012,w,ACF Fiorentina,Italy,left,21859,Mattia Cassani,29,Italy,defender,Genoa CFC,Italy,0,3200000,False,True,False,False,831307,ITA1
20826,25841,25850,29543,ITA2,2012,w,Varese 1910,Italy,left,37889,Enis Nadarevic,25,Austria,striker,Genoa CFC,Italy,250000,1200000,False,False,False,False,823867,ITA1
29099,39852,39862,46999,ITA2,2012,s,Calcio Padova,Italy,left,110923,Mattia Perin,19,Italy,goalkeeper,Genoa CFC,Italy,0,2500000,False,True,True,False,597904,ITA1
29109,39927,39937,47101,ITA2,2012,s,Novara Calcio 1908,Italy,left,6098,Andrea Caracciolo,30,Italy,striker,Genoa CFC,Italy,0,4500000,False,True,True,False,666114,ITA1
29113,39955,39965,47139,ITA2,2012,s,US Sassuolo,Italy,left,99327,Isaac Cofie,20,Ghana,midfielder,Genoa CFC,Italy,0,2500000,False,True,True,False,593991,ITA1
29114,39956,39966,47140,ITA2,2012,s,US Sassuolo,Italy,left,119213,Richmond Boakye,19,Ghana,striker,Genoa CFC,Italy,0,5000000,False,True,True,False,593989,ITA1
29117,39982,39992,47176,ITA2,2012,s,SS Juve Stabia,Italy,left,129625,Alessio De Bode,21,Italy,defender,Genoa CFC,Italy,0,100000,False,True,True,False,603248,ITA1
29121,39988,39998,47184,ITA2,2012,s,SS Juve Stabia,Italy,left,91241,Giacomo Beretta,20,Italy,striker,Genoa CFC,Italy,0,250000,False,True,True,False,679979,ITA1
29129,40052,40062,47272,ITA2,2012,s,Varese 1910,Italy,left,37528,Magnus Troest,25,Denmark,defender,Genoa CFC,Italy,0,850000,False,True,True,False,613132,ITA1
29178,40323,40333,47642,ITA2,2012,s,AC Cesena,Italy,left,61401,Vincenzo Rennella,23,Italy,striker,Genoa CFC,Italy,0,400000,False,True,True,False,583750,ITA1
29205,40523,40533,47911,ITA2,2012,s,Ascoli Calcio 1898,Italy,left,112464,Louise Parfait,21,Cameroon,midfielder,Genoa CFC,Italy,0,250000,False,True,True,False,608325,ITA1
29215,40579,40589,47992,ITA2,2012,s,Hellas Verona,Italy,left,62415,Panagiotis Tachtsidis,21,Greece,midfielder,Genoa CFC,Italy,0,2000000,False,True,True,False,606042,ITA1
29218,40597,40607,48014,ITA2,2012,s,Hellas Verona,Italy,left,130375,Andrea Doninelli,21,Italy,midfielder,Genoa CFC,Italy,0,100000,False,True,True,False,606649,ITA1
29224,40637,40647,48071,ITA2,2012,w,US Grosseto FC,Italy,left,22188,Massimo Bonanni,30,Italy,midfielder,Genoa CFC,Italy,0,400000,False,True,True,False,778593,ITA1
29229,40670,40680,48122,ITA2,2012,w,Novara Calcio 1908,Italy,left,172338,Masahudu Alhassan,20,Ghana,defender,Genoa CFC,Italy,0,600000,False,True,True,False,766542,ITA1
31010,53088,53101,64922,ITA3,2012,s,FC Südtirol-Alto Adige,Italy,left,129613,Alessio Grea,22,Italy,defender,Genoa CFC,Italy,0,100000,False,True,True,False,604205,ITA1
31045,53443,53456,65414,ITA3,2012,w,Carpi FC 1909,Italy,left,129625,Alessio De Bode,21,Italy,defender,Genoa CFC,Italy,0,100000,False,True,True,False,756136,ITA1
31941,62827,62841,78944,ITA3,2012,s,AS Gubbio 1910,Italy,left,149525,Antonio Caracciolo,22,Italy,defender,Genoa CFC,Italy,0,300000,False,True,True,False,604476,ITA1
31946,62833,62847,78950,ITA3,2012,s,AS Gubbio 1910,Italy,left,56683,Silvano Raggio Garibaldi,23,Italy,midfielder,Genoa CFC,Italy,0,300000,False,True,True,False,472860,ITA1
31953,62912,62926,79069,ITA3,2012,s,Carrarese Calcio 1908,Italy,left,63254,Nicola Pasini,21,Italy,defender,Genoa CFC,Italy,0,125000,False,True,True,False,611987,ITA1
34476,71761,71779,91832,GER1,2012,s,SV Werder Bremen,Germany,left,34322,Sokratis Papastathopoulos,24,Greece,defender,Genoa CFC,Italy,0,10000000,False,True,True,False,607973,ITA1
46011,87323,87349,111314,POR1,2012,s,SL Benfica,Portugal,left,34159,Eduardo,29,Portugal,goalkeeper,Genoa CFC,Italy,0,4000000,False,True,True,False,607335,ITA1
46078,87400,87426,111414,POR1,2012,s,Sporting CP,Portugal,left,45577,Sebastián Ribas,24,Uruguay,striker,Genoa CFC,Italy,0,2400000,False,True,True,False,665863,ITA1
4811,6033,6036,6553,ENG1,2013,w,Sunderland AFC,England,left,33046,Cabral,25,Switzerland,midfielder,Genoa CFC,Italy,150000,1000000,False,True,False,False,996207,ITA1
20954,25976,25985,29719,ITA1,2013,s,SSC Napoli,Italy,left,6721,Mario Santana,31,Argentina,striker,Genoa CFC,Italy,3000000,1900000,False,False,False,False,917506,ITA1
20968,25990,25999,29734,ITA1,2013,s,SSC Napoli,Italy,left,16868,Alessandro Gamberini,31,Italy,defender,Genoa CFC,Italy,0,4000000,False,True,False,False,936410,ITA1
20970,25992,26001,29736,ITA1,2013,s,SSC Napoli,Italy,left,22268,Emanuele Calaiò,31,Italy,striker,Genoa CFC,Italy,0,2800000,False,True,False,False,943467,ITA1
21003,26028,26037,29774,ITA1,2013,s,Calcio Catania,Italy,left,21887,Giovanni Marchese,28,Italy,defender,Genoa CFC,Italy,0,4500000,True,False,False,False,897457,ITA1
21011,26036,26045,29782,ITA1,2013,s,Calcio Catania,Italy,left,6033,Francesco Lodi,29,Italy,midfielder,Genoa CFC,Italy,0,7000000,False,False,False,False,913149,ITA1
21141,26194,26203,29946,ITA1,2013,s,Bologna FC 1909,Italy,left,5878,Alberto Gilardino,30,Italy,striker,Genoa CFC,Italy,0,7000000,False,True,True,False,778067,ITA1
21154,26218,26227,29973,ITA1,2013,s,Chievo Verona,Italy,left,99327,Isaac Cofie,21,Ghana,midfielder,Genoa CFC,Italy,3000000,3000000,False,False,False,False,890728,ITA1
21163,26241,26250,29998,ITA1,2013,s,Chievo Verona,Italy,left,96853,Adrian Stoian,22,Romania,striker,Genoa CFC,Italy,0,1600000,False,True,False,False,943402,ITA1
21166,26256,26265,30013,ITA1,2013,s,Chievo Verona,Italy,left,131075,Francesco Acerbi,25,Italy,defender,Genoa CFC,Italy,0,3500000,False,True,True,False,832102,ITA1
21168,26258,26267,30015,ITA1,2013,s,Chievo Verona,Italy,left,160357,Mario Sampirisi,20,Italy,defender,Genoa CFC,Italy,0,1000000,False,True,True,False,830823,ITA1
21170,26260,26269,30017,ITA1,2013,s,Chievo Verona,Italy,left,83891,Felipe Seymour,25,Chile,midfielder,Genoa CFC,Italy,0,1200000,False,True,True,False,826739,ITA1
21187,26292,26301,30054,ITA1,2013,s,Atalanta BC,Italy,left,22186,Davide Biondini,30,Italy,midfielder,Genoa CFC,Italy,0,2000000,False,True,True,False,773711,ITA1
21198,26305,26314,30071,ITA1,2013,s,AC Milan,Italy,left,88712,Rodney Strasser,23,Sierra Leone,midfielder,Genoa CFC,Italy,3500000,1200000,False,False,False,False,919899,ITA1
21203,26310,26319,30078,ITA1,2013,s,AC Milan,Italy,left,6792,Luca Antonini,31,Italy,defender,Genoa CFC,Italy,0,2000000,True,False,False,False,941549,ITA1
21271,26385,26394,30173,ITA1,2013,s,Torino FC,Italy,left,26105,Valter Birsa,26,Slovenia,midfielder,Genoa CFC,Italy,0,2500000,False,True,True,False,778085,ITA1
21318,26445,26454,30251,ITA1,2013,s,SS Lazio,Italy,left,7797,Albano Bizzarri,35,Argentina,goalkeeper,Genoa CFC,Italy,300000,200000,False,False,False,False,943478,ITA1
21326,26454,26463,30261,ITA1,2013,s,SS Lazio,Italy,left,5974,Matuzalém,33,Brazil,midfielder,Genoa CFC,Italy,0,1000000,False,False,False,False,937600,ITA1
21383,26514,26523,30328,CRO,2013,s,GNK Dinamo Zagreb,Croatia,left,76061,Sime Vrsaljko,21,Croatia,defender,Genoa CFC,Italy,4880000,5000000,False,False,False,False,906901,ITA1
21384,26515,26524,30329,GRE,2013,s,Olympiacos Piraeus,Greece,left,128931,Giannis Fetfatzidis,22,Greece,striker,Genoa CFC,Italy,4000000,3250000,False,False,False,False,943418,ITA1
21385,26516,26525,30333,ITA1,2013,s,AS Roma,Italy,left,62415,Panagiotis Tachtsidis,22,Greece,midfielder,Genoa CFC,Italy,3000000,3300000,False,False,False,False,890727,ITA1
21386,26517,26526,30334,ITA2,2013,s,FC Crotone,Italy,left,140189,Kévin Vinetot,25,France,defender,Genoa CFC,Italy,1000000,1000000,False,False,False,False,910932,ITA1
21387,26518,26527,30335,ARG,2013,s,Racing Club,Argentina,left,230058,Ricardo Centurión,20,Argentina,striker,Genoa CFC,Italy,610000,5000000,False,True,False,False,943049,ITA1
21388,26519,26528,30337,ITA2,2013,s,Brescia Calcio,Italy,left,56830,Sebastien De Maio,26,France,defender,Genoa CFC,Italy,0,600000,True,False,False,False,872931,ITA1
21389,26520,26529,30338,ENG2,2013,s,West Ham United U21,England,left,281658,Jami Rafati,19,Italy,midfielder,Genoa CFC,Italy,0,0,True,False,False,False,924984,ITA1
21390,26521,26530,30339,CZE,2013,s,FK Viktoria Zizkov,Czech Republic,left,153987,Daniane Jawad,27,Morocco,striker,Genoa CFC,Italy,0,150000,True,False,False,False,930072,ITA1
21391,26523,26532,30348,RUS,2013,s,FK Krasnodar,Russia,left,192774,Moussa Konaté,20,Senegal,striker,Genoa CFC,Italy,0,1200000,False,True,False,False,906802,ITA1
21392,26524,26533,30349,ITAJ,2013,s,Genoa Primavera,Italy,left,241326,Moro Alhassan,19,Ghana,midfielder,Genoa CFC,Italy,0,75000,False,False,False,False,1673188,ITA1
21723,26888,26897,30778,ITA1,2013,s,AS Roma,Italy,left,88683,Mattia Destro,22,Italy,striker,Genoa CFC,Italy,0,11500000,False,True,True,False,760055,ITA1
21746,26937,26946,30832,ITA1,2013,w,Chievo Verona,Italy,left,163489,Riccardo Improta,20,Italy,striker,Genoa CFC,Italy,0,1000000,False,True,True,False,898798,ITA1
21812,27022,27031,30928,ITA1,2013,w,Juventus FC,Italy,left,44709,Paolo De Ceglie,27,Italy,defender,Genoa CFC,Italy,0,2800000,False,True,False,False,1003225,ITA1
21814,27025,27034,30931,ITA1,2013,w,Juventus FC,Italy,left,30333,Marco Motta,27,Italy,defender,Genoa CFC,Italy,0,1700000,False,True,False,False,1005993,ITA1
21825,27036,27045,30951,ITA1,2013,w,AS Roma,Italy,left,3417,Nicolás Burdisso,32,Argentina,defender,Genoa CFC,Italy,0,1000000,True,False,False,False,1005991,ITA1
21903,27122,27131,31050,ITA1,2013,w,SS Lazio,Italy,left,6046,Giuseppe Sculli,32,Italy,striker,Genoa CFC,Italy,0,600000,False,True,False,False,1012520,ITA1
29279,40878,40888,48415,ITA2,2013,s,US Latina Calcio,Italy,left,45568,Giacomo Bindi,26,Italy,goalkeeper,Genoa CFC,Italy,0,400000,False,True,True,False,754949,ITA1
29286,40958,40968,48519,ITA2,2013,s,SS Juve Stabia,Italy,left,163489,Riccardo Improta,19,Italy,striker,Genoa CFC,Italy,0,600000,False,True,True,False,762907,ITA1
29320,41185,41195,48829,ITA2,2013,s,Spezia Calcio,Italy,left,63254,Nicola Pasini,22,Italy,defender,Genoa CFC,Italy,0,200000,False,True,True,False,749273,ITA1
29376,41449,41459,49189,ITA2,2013,s,AC Siena,Italy,left,162961,Valerio Verre,19,Italy,midfielder,Genoa CFC,Italy,0,1200000,False,True,True,False,763777,ITA1
29384,41533,41543,49307,ITA2,2013,s,Modena FC,Italy,left,199795,William Lacerda,21,Brazil,striker,Genoa CFC,Italy,0,150000,False,True,True,False,755514,ITA1
29387,41536,41546,49310,ITA2,2013,s,Modena FC,Italy,left,77603,Dejan Lazarevic,23,Slovenia,striker,Genoa CFC,Italy,0,1600000,False,True,True,False,775288,ITA1
29389,41538,41548,49313,ITA2,2013,s,Modena FC,Italy,left,165894,Giammario Piscitella,20,Italy,striker,Genoa CFC,Italy,0,1500000,False,True,True,False,826394,ITA1
29411,41668,41678,49510,ITA2,2013,s,AS Bari,Italy,left,85240,Eugenio Lamanna,23,Italy,goalkeeper,Genoa CFC,Italy,0,900000,False,True,True,False,593540,ITA1
29422,41722,41732,49582,ITA2,2013,w,SS Juve Stabia,Italy,left,130375,Andrea Doninelli,22,Italy,midfielder,Genoa CFC,Italy,0,200000,False,True,True,False,999861,ITA1
29450,41833,41843,49738,ITA2,2013,w,AC Cesena,Italy,left,37889,Enis Nadarevic,26,Austria,striker,Genoa CFC,Italy,0,800000,False,True,True,False,910592,ITA1
31084,53772,53785,65900,ITA3,2013,s,FC Pavia 1911,Italy,left,91241,Giacomo Beretta,21,Italy,striker,Genoa CFC,Italy,0,350000,False,True,True,False,782127,ITA1
31085,53773,53786,65902,ITA3,2013,s,FC Pavia 1911,Italy,left,130378,Niccolò Romero,21,Italy,striker,Genoa CFC,Italy,0,125000,False,True,True,False,832302,ITA1
32001,63345,63359,79725,ITA3,2013,s,SS Barletta Calcio,Italy,left,167854,Matteo Meucci,19,Italy,midfielder,Genoa CFC,Italy,0,50000,False,True,True,False,769440,ITA1
32029,63523,63537,80027,ITA3,2013,s,FC Esperia Viareggio,Italy,left,129625,Alessio De Bode,22,Italy,defender,Genoa CFC,Italy,0,75000,False,True,True,False,832059,ITA1
40077,79199,79220,101169,FRA1,2013,s,AS Monaco,France,left,45577,Sebastián Ribas,25,Uruguay,striker,Genoa CFC,Italy,0,500000,False,True,True,False,752511,ITA1
5399,6716,6719,7297,ENG1,2014,s,Tottenham Hotspur,England,left,59340,Iago Falque,24,Spain,striker,Genoa CFC,Italy,2000000,1800000,False,False,False,False,1100694,ITA1
12641,15690,15697,17374,SPA1,2014,s,Sevilla FC,Spain,left,54984,Diego Perotti,25,Argentina,striker,Genoa CFC,Italy,350000,3500000,False,False,False,False,1077585,ITA1
22004,27260,27269,31216,ITA1,2014,s,Cagliari Calcio,Italy,left,6160,Mauricio Pinilla,30,Chile,striker,Genoa CFC,Italy,2000000,3200000,False,False,False,False,1105539,ITA1
22074,27334,27343,31296,ITA1,2014,s,AC Cesena,Italy,left,138584,Luka Krajnc,19,Slovenia,defender,Genoa CFC,Italy,0,1500000,False,True,True,False,899538,ITA1
22077,27337,27346,31299,ITA1,2014,s,AC Cesena,Italy,left,241326,Moro Alhassan,20,Ghana,midfielder,Genoa CFC,Italy,0,150000,False,True,True,False,910698,ITA1
22178,27478,27487,31446,ITA1,2014,s,ACF Fiorentina,Italy,left,61546,Facundo Roncaglia,27,Argentina,defender,Genoa CFC,Italy,0,4000000,False,True,False,False,1123057,ITA1
22189,27489,27498,31463,ITA1,2014,s,Parma,Italy,left,34239,Aleandro Rosi,27,Italy,defender,Genoa CFC,Italy,1000000,800000,False,False,False,False,1079657,ITA1
22190,27490,27499,31464,ITA2,2014,s,AS Avellino 1912,Italy,left,32113,Armando Izzo,22,Italy,defender,Genoa CFC,Italy,400000,800000,False,False,False,False,1085614,ITA1
22191,27491,27500,31466,ITA4,2014,s,Robur Siena,Italy,left,85240,Eugenio Lamanna,24,Italy,goalkeeper,Genoa CFC,Italy,0,1500000,True,False,False,False,1092490,ITA1
22192,27492,27501,31467,GER1,2014,s,Hamburger SV,Germany,left,75942,Tomás Rincón,26,Venezuela,midfielder,Genoa CFC,Italy,0,2500000,True,False,False,False,1100418,ITA1
22193,27493,27502,31468,ITA2,2014,s,AS Livorno,Italy,left,39831,Leandro Greco,27,Italy,midfielder,Genoa CFC,Italy,0,2500000,True,False,False,False,1080680,ITA1
22194,27494,27503,31469,ITA1,2014,s,Juventus FC,Italy,left,167859,Stefano Sturaro,21,Italy,midfielder,Genoa CFC,Italy,0,3500000,False,True,False,False,1076996,ITA1
22195,27495,27504,31471,ITA2,2014,s,Calcio Catania,Italy,left,62415,Panagiotis Tachtsidis,23,Greece,midfielder,Genoa CFC,Italy,0,3000000,False,False,False,False,1074020,ITA1
22196,27496,27505,31472,ITA2,2014,s,Delfino Pescara 1936,Italy,left,102470,Antonino Ragusa,24,Italy,striker,Genoa CFC,Italy,0,1800000,False,False,False,False,1081550,ITA1
22197,27497,27506,31474,QAT,2014,s,Al-Arabi SC,Qatar,left,96454,Maxime Lestienne,22,Belgium,striker,Genoa CFC,Italy,0,10000000,False,True,False,False,1122237,ITA1
22198,27498,27507,31475,DEN,2014,s,FC Copenhagen,Denmark,left,74821,Franco Mussis,22,Argentina,midfielder,Genoa CFC,Italy,0,0,False,True,False,False,1117263,ITA1
22199,27499,27508,31476,ITA1,2014,s,AC Milan,Italy,left,40660,Alessandro Matri,29,Italy,striker,Genoa CFC,Italy,0,11000000,False,True,False,False,1083912,ITA1
22200,27500,27509,31477,ITA1,2014,s,Udinese Calcio,Italy,left,169052,Edenilson,24,Brazil,midfielder,Genoa CFC,Italy,0,2000000,False,True,False,False,1109184,ITA1
22302,27608,27617,31597,ITA1,2014,s,Hellas Verona,Italy,left,19708,Boško Janković,30,Serbia,striker,Genoa CFC,Italy,0,2500000,False,True,True,False,915873,ITA1
